city;coordinateNumber;nameImpurity;1July;2July;3July;4July;5July;6July;8July;9July;10July;11July;12July;13July;15July;16July;17July;18July;19July;20July;22July;23July;24July;25July;26July;27July;29July;31July;30July;
Київ;5053050;Завислі речовини;0,078470588;0,076941176;0,078266667;0,077142857;0,075294118;0,076105263;0,077;0,075666667;0,076684211;0,077222222;0,076882353;0,078611111;0,074529412;0,07825;0,073526316;0,077111111;0,0779375;0,077045455;0,08075;0,079263158;0,077045455;0,076227273;0,079269231;0,0795;0,07837037;0,07525;0,078428571;
Київ;5053050;Дiоксид сiрки;0,06246;0,066493103;0,061737037;0,067774194;0,064376667;0,065496774;0,071623529;0,059082353;0,05730625;0,0614375;0,0625375;0,057143333;0,060509677;0,058069697;0,060090323;0,05483871;0,056834375;0,062123077;0,060317647;0,060521053;0,056944737;0,057510256;0,06545;0,055441463;0,058552381;0,055990244;0,064514286;
Київ;5053050;Сульфати;0,019;0,021;0,025;0,016;0,012;0,0145;0,021;0,026;0,019;0,014;0,026;0,018;;0,0215;0,016;0,013;0,014;0,016;0,016;0,018;0,017;0,013;0,0205;0,017;0,015;0,0155;0,0175;
Київ;5053050;Оксид вуглецю;1,016785714;1,044642857;1,026785714;1,117857143;1,125;0,96;1,506333333;0,967333333;1,054666667;1,301333333;1,518266667;1,257433333;1,503;1,286666667;1,086333333;1,053333333;1,190666667;1,3596875;1,0415625;0,8715625;0,8909375;0,993125;1,128125;1,2240625;1,153125;0,9575;0,70378125;
Київ;5053050;Дiоксид азоту;0,166003448;0,161165517;0,157269231;0,15171;0,151356667;0,165483333;0,158160606;0,161544118;0,152158065;0,169270968;0,169253125;0,174313793;0,158343333;0,1782;0,18472069;0,185383333;0,161983871;0,160862162;0,160451515;0,160581579;0,159294595;0,156581579;0,158355;0,1462875;0,137895238;0,132970732;0,14737381;
Київ;5053050;Сiрководень;0,00284;0,003133333;0,00268;0,00252;0,002916667;0,00282;0,00274;0,002083333;0,00286;0,0022;0,002533333;0,00298;0,00224;0,0022;0,001825;0,00176;0,0021;0,0018;0,00206;0,001983333;0,0025;0,00196;0,00235;0,00228;0,001766667;0,00195;0,002616667;
Київ;5053050;Фенол;0,00575;0,005883333;0,005936364;0,005638462;0,00525;0,005333333;0,005741667;0,005825;0,005566667;0,005791667;0,006145455;0,005608333;0,005790909;0,005553846;0,005576923;0,005663636;0,005472727;0,005675;0,005884615;0,005727273;0,006781818;0,006330769;0,006021429;0,006123077;0,005907143;0,005428571;0,006;
Київ;5053050;Фтористий водень;0,001258333;0,001136364;0,001109091;0,001085714;0,001054545;0,001116667;0,00135;0,00122;0,001215385;0,00115;0,00114;0,001215385;0,001158333;0,00114;0,001135714;0,001225;0,001054545;0,000861538;0,001076923;0,001036364;0,001016667;0,001033333;0,0011;0,000966667;0,000723077;0,000657143;0,000757143;
Київ;5053050;Хлористий водень;0,101414286;0,096969231;0,089069231;0,100426667;0,095261538;0,089685714;0,1041;0,092015385;0,099571429;0,1011;0,094115385;0,09875;0,091864286;0,089633333;0,087914286;0,087442857;0,0859;0,073377778;0,08005625;0,087194444;0,080994444;0,07699375;0,088995;0,069744444;0,073021053;0,07372;0,079825;
Київ;5053050;Амiак;0,009015385;0,008542857;0,007525;0,008293333;0,007578571;0,008246154;0,008066667;0,007792857;0,008321429;0,008630769;0,007907692;0,008407143;0,0086;0,007792308;0,008271429;0,008808333;0,008036364;0,007985714;0,00815;0,007571429;0,007653333;0,007378571;0,007961111;0,00821875;0,008038889;0,008361111;0,008544444;
Київ;5053050;Формальдегiд;0,004540625;0,00446129;0,003817241;0,003988571;0,0040625;0,004409091;0,005188889;0,005608571;0,005908333;0,0063;0,006369697;0,006685294;0,0066;0,007075758;0,006917143;0,005266667;0,004672727;0,005902439;0,006045946;0,005120513;0,005485;0,004841463;0,004320455;0,004488095;0,003306667;0,002844444;0,003586957;
Вінниця;4922860;Завислі речовини;0,225;0,775;0,125;0,3;0,3;0,35;0,225;0,3;0;0,075;0,225;0,25;0;0;0;0;0,075;0,075;0;0;0;0,275;0,275;0,325;0,175;0,15;0,25;
Вінниця;4922860;Дiоксид сiрки;0,00115;0,001375;0;0,000275;0,00055;0,000275;0;0;0,00055;0,0002875;0,00085;0,0014375;0,00085;0,000275;0,00055;0,000275;0,0011125;0,0008375;0;0,0011125;0,000825;0;0;0;0,000275;0,000275;0,00055;
Вінниця;4922860;Оксид вуглецю;0,766666667;0,7;1,3;0,65;0,9;0,7;0,8;0,95;0,675;0,775;0,85;0,8;0,8;0,825;0,9;0,9;0,9;1,025;1,225;0,925;0,9;0,875;0,75;0,85;0,7;0,775;0,9;
Вінниця;4922860;Дiоксид азоту;0,0600625;0,035675;0,04405;0,050675;0,0670875;0,0239875;0,058725;0,0638;0,0425;0,093075;0,0754625;0,06005;0,0442625;0,076875;0,0309125;0,0370375;0,05475;0,04225;0,070575;0,0320125;0,064925;0,0420125;0,048075;0,03805;0,035275;0,0350125;0,027825;
Вінниця;4922860;Фтористий водень;0,006175;0,0127125;0,0038625;0,0075625;0,0041875;0,0185125;0,0060875;0;0,0134375;0,0077375;0,005075;0,01765;0,0066625;0,00695;0,0089;0,0110875;0,0068625;0,0087875;0,0142;0,003525;0,01755;0,0125625;0,0019;0,00915;0,0109375;0,002275;0,0151875;
Вінниця;4922860;Амiак;0,008;0,003825;0,00575;0,0076;0;0,01705;0,013375;0,01175;0,0231;0,015525;0,003975;0,015775;0,005725;0,007825;0,00775;0,00965;0,003875;0,015325;0,0038;0;0,015275;0,00385;0;0,003875;0;0,005675;0,003875;
Вінниця;4922860;Формальдегiд;0,007475;0,016875;0,005375;0,01865;0,0114;0,008275;0,011475;0,005325;0;0,007475;0,007475;0,005425;0,0138;0,0075;0,00635;0,0147;0,00415;0,00315;0,013675;0,0032;0,005225;0,004175;0;0,00315;0,013425;0,016375;0,011475;
Луцьк;5082530;Завислі речовини;;;;;;;;;;0,083333333;0,083333333;0,066666667;0,083333333;0,1;0,033333333;0,05;0,1;0,05;0,066666667;0,066666667;0,083333333;0,05;0,05;0,033333333;0,083333333;0,033333333;0,1;
Луцьк;5082530;Дiоксид сiрки;;;;;;;;;;0,002108333;0,003208333;0,004025;0,003025;0,002508333;0,002916667;0,002658333;0,001633333;0,001625;0,0026;0,002066667;0,002741667;0,002358333;0,00255;0,001375;0,0025;0,002933333;0,003233333;
Луцьк;5082530;Сульфати;;;;;;;;;;0,005;0,005;0,01;0,005;0,01;0,01;0,005;0,01;0,01;0,01;0,01;0,005;0,005;0;0;0,005;0,01;0,01;
Луцьк;5082530;Оксид вуглецю;;;;;;;;;;0,166666667;0,5;0,833333333;1;1;1;1;1;0,833333333;0,666666667;0,666666667;0,333333333;0,333333333;0,333333333;0,333333333;0,333333333;0,833333333;0,5;
Луцьк;5082530;Дiоксид азоту;;;;;;;;;;0,075633333;0,053516667;0,093833333;0,063583333;0,032025;0,047725;0,03675;0,04985;0,032066667;0,026641667;0,037283333;0,057516667;0,053833333;0,0402;0,04175;0,048933333;0,055458333;0,059075;
Луцьк;5082530;Оксид азоту;;;;;;;;;;0,039925;0,03285;0,050375;0,037225;0,0301;0,02325;0,026175;0,027925;0,025575;0,014625;0,020325;0,033525;0,02205;0,017775;0,023175;0,0253;0,0263;0,025775;
Луцьк;5082530;Фенол;;;;;;;;;;0,006741667;0,006658333;0,006316667;0,006041667;0,004158333;0,005508333;0,004725;0,00615;0,00445;0,006366667;0,005775;0,005808333;0,006741667;0,008233333;0,005433333;0,006383333;0,006991667;0,006825;
Луцьк;5082530;Формальдегiд;;;;;;;;;;0,0084625;0,0090875;0,00955;0,0142625;0,016625;0,0127875;0,0067625;0,006725;0,007075;0,010925;0,01365;0,0148375;0,0126125;0,0114125;0,0070875;0,0073375;0,006675;0,012425;
Ужгород;4862230;Завислі речовини;0,1725;0,095;0,0875;0,1525;0,195;0,1675;0,175;0,1675;0,26;0,275;0,2175;0,22;0,215;0,2425;0,2;0,205;0,215;0,25;0,2325;0,2125;0,2075;0,205;0,27;0,3125;0,235;0,21;0,2225;
Ужгород;4862230;Дiоксид сiрки;0,017285714;0,016375;0,01475;0,016857143;0,01725;0,015125;0,014;0,014;0,015571429;0,018375;0,0155;0,014375;0,015875;0,01325;0,016;0,0155;0,01475;0,016625;0,013;0,013625;0,009875;0,010875;0,01225;0,015;0,0115;0,009;0,01275;
Ужгород;4862230;Сульфати;0,0065;0,007;0,0045;0,003;0,0075;0,009;0,0065;0,004;0,006;0,004;0,0045;0,0085;0,0075;0,0055;0,006;0,0065;0,007;0,009;0,009;0,0065;0,006;0,0085;0,0095;0,006;0,007;0,0115;0,01;
Ужгород;4862230;Оксид вуглецю;0,6925;0,6675;0,5375;0,7225;0,74;1,03;0,865;0,725;0,75;0,9125;0,6375;0,665;0,655;0,7425;0,6025;0,61;0,6425;0,67;0,6275;0,695;0,6075;0,7225;0,64;0,6225;0,57;0,705;0,695;
Ужгород;4862230;Дiоксид азоту;0,146142857;0,08375;0,06475;0,067142857;0,107375;0,04725;0,05;0,057428571;0,045571429;0,129125;0,05825;0,066125;0,060125;0,05775;0,054125;0,064125;0,059;0,053375;0,057875;0,049125;0,03025;0,04175;0,046375;0,046125;0,043875;0,045;0,04125;
Ужгород;4862230;Оксид азоту;0,065;0,03175;0,034;0,04125;0,053;0,02625;0,03325;0,03075;0,01775;0,0425;0,02675;0,03425;0,04825;0,02725;0,037;0,048;0,03925;0,03675;0,043;0,0245;0,01625;0,02975;0,0235;0,027;0,0225;0,027;0,02375;
Ужгород;4862230;Формальдегiд;0,010714286;0,009125;0,007125;0,008857143;0,008875;0,007;0,009;0,006714286;0,006857143;0,019625;0,008375;0,0065;0,007;0,007875;0,008125;0,007125;0,007875;0,00625;0,005875;0,006;0,005375;0,005625;0,00725;0,006875;0,00575;0,00525;0,007125;
Запоріжжя;4793510;Завислі речовини;0,23;0,09;0,16;0,12;0,093;0,08;0,21;0,22;0,09;0,14;0,166666667;0,07;0,11;0,091;0,1;0,14;0,1;0,07;0,088888889;0,088888889;0,06;0,07;0,1;0,09;0,11;0,1;0,08;
Запоріжжя;4793510;Дiоксид сiрки;0,008469231;0,007871429;0,008542857;0,009421429;0,008628571;0,006957143;0,008869231;0,0091;0,008478571;0,008464286;0,006992308;0,006464286;0,007392308;0,008364286;0,008442857;0,007657143;0,0085;0,00745;0,008166667;0,0068;0,006992857;0,006757143;0,007157143;0,005821429;0,006253846;0,007578571;0,007942857;
Запоріжжя;4793510;Сульфати;0,01;0,01;0,01;0,01;0,01;0,01;0,015;0,015;0,015;0,015;0,01;0,01;0,02;0,015;0,01;0,015;0,02;0,01;0,015;0,02;0,015;0,01;0,015;0,015;0,015;0,01;0,01;
Запоріжжя;4793510;Оксид вуглецю;0,77;0,76;0,87;0,71;0,81;0,84;0,67;0,57;0,87;0,7;1,08;1,84;0,64;0,53;0,78;0,74;0,79;0,4;1;0,69;0,37;0,39;0,75;0,52;1,09;0,34;0,35;
Запоріжжя;4793510;Дiоксид азоту;0,082384615;0,061392857;0,071185714;0,0518;0,046007143;0,055835714;0,095592308;0,103521429;0,078742857;0,100307143;0,101338462;0,060842857;0,077238462;0,075864286;0,087792857;0,0908;0,105535714;0,071478571;0,095233333;0,093876923;0,071264286;0,081585714;0,093628571;0,113185714;0,102807692;0,059342857;0,058214286;
Запоріжжя;4793510;Оксид азоту;0,038033333;0,0362;0,0484;0,036333333;0,0386;0,044633333;0,063966667;0,0696;0,040833333;0,057566667;0,057666667;0,043066667;0,041033333;0,045866667;0,065533333;0,058233333;0,069766667;0,0456;0,049833333;0,0573;0,056833333;0,059166667;0,066966667;0,073833333;0,078366667;0,0424;0,032933333;
Запоріжжя;4793510;Сiрководень;0,003666667;0,003036364;0,004172727;0,003063636;0,003181818;0,002863636;0,003744444;0,003645455;0,003109091;0,004127273;0,004127273;0,003390909;0,004166667;0,004445455;0,003136364;0,004027273;0,003409091;0,003081818;0,0041;0,004163636;0,003581818;0,003545455;0,004227273;0,004209091;0,0034;0,002854545;0,003081818;
Запоріжжя;4793510;Фенол;0,007522222;0,00443;0,00582;0,006;0,00437;0,00386;0,0079;0,00788;0,00585;0,00726;0,00559;0,00585;0,007511111;0,00697;0,00655;0,0078;0,00792;0,00648;0,007575;0,007366667;0,00612;0,00665;0,00652;0,00751;0,0072;0,00404;0,00582;
Запоріжжя;4793510;Фтористий водень;0;0;0,001125;0;0;0,000275;0,000966667;0,0003;0,000225;0,0011;0;0;0;0,000175;0,000175;0,00035;0;0;0,000433333;0,00035;0,000175;0;0;0,00065;0,000666667;0;0,00035;
Запоріжжя;4793510;Хлористий водень;0,052666667;0,036975;0,05385;0,0386;0,0439625;0,03355;0,052433333;0,049325;0,049325;0,0410375;0,03485;0,0328;0,040216667;0,0508375;0,0429375;0,047;0,03435;0,0383375;0,0412;0,039;0,0553875;0,037825;0,0516375;0,0407875;0,0435;0,0403875;0,0416;
Запоріжжя;4793510;Формальдегiд;0,0056;0,003375;0,0067;0,004575;0,004075;0,00325;0,0069;0,006675;0,004925;0,00755;0,0081;0,010325;0,011066667;0,007025;0,006725;0,00975;0,010225;0,0088;0,006966667;0,0075;0,00625;0,0076;0,00945;0,008225;0,009766667;0,00655;0,00945;
Івано-Франківськ;4892470;Завислі речовини;;0,14;0,15;0,15;;0,14;;0,17;0,15;0,14;0,165;0,145;;0,295;0,12;0,145;0,155;0,15;;0,15;0,145;0,135;0,17;0,165;0,15;0,165;0,165;
Івано-Франківськ;4892470;Дiоксид сiрки;0,0016;0,0028;0,0016;0,0024;0,0016;0,003225;0,0024;0,00285;0,0025;0,002025;0,01325;0,00535;0,0041;0,0037;0,00405;0,00285;0,00285;0,0041;0,0033;0,00405;0,00365;0,0032;0,00405;0,003675;0,003575;0,003625;0,00325;
Івано-Франківськ;4892470;Оксид вуглецю;;1,95;2;2,3;;1,7;;2,4;2,1;2;2,55;2,05;;4,4;2,05;2,45;1,8;1,95;;1,8;1,95;1,8;2,4;2,6;2,65;3,1;2,85;
Івано-Франківськ;4892470;Дiоксид азоту;0,17035;0,05525;0,0542;0,0427;0,0482;0,0527;0,0409;0,049325;0,05985;0,05165;0,050825;0,0498;0,0574;0,049425;0,05585;0,0444;0,056125;0,06015;0,05185;0,049775;0,049425;0,06;0,0543;0,083975;0,05095;0,047875;0,05215;
Івано-Франківськ;4892470;Оксид азоту;0,0646;0,03675;0,03525;0,0287;0,0324;0,03435;0,02725;0,032375;0,038;0,03415;0,034075;0,032325;0,03735;0,03205;0,0348;0,02895;0,0365;0,03895;0,03395;0,031825;0,03205;0,03885;0,035;0,054625;0,03335;0,032225;0,034475;
Дніпро;4863510;Завислі речовини;0,3;0,285714286;0,3375;0,414285714;0,3375;0,275;0,3625;0,3625;0,3875;0,316666667;0,325;0,2875;0,3625;0,3875;0,325;0,3375;0,3375;0,3125;0,25;0,2625;0,25;0,2875;0,3125;0,2125;0,3625;0,3625;0,2625;
Дніпро;4863510;Дiоксид сiрки;0,0073125;0,009347826;0,00825;0,011136364;0,009166667;0,008083333;0,008277778;0,009666667;0,007916667;0,00752381;0,011083333;0,011625;0,011277778;0,011083333;0,010416667;0,007208333;0,008666667;0,010083333;0,008944444;0,011291667;0,007333333;0,008;0,007166667;0,0085;0,017166667;0,015333333;0,020416667;
Дніпро;4863510;Оксид вуглецю;2,333333333;1,833333333;2,083333333;2,416666667;1,916666667;2,166666667;2,083333333;1,666666667;2,25;2,25;2,833333333;2,583333333;3;2,833333333;2,666666667;2,75;3,166666667;2,583333333;2,833333333;2,5;3,416666667;3,166666667;2,916666667;2,583333333;2,083333333;2,083333333;2,5;
Дніпро;4863510;Дiоксид азоту;0,07125;0,054347826;0,057083333;0,073181818;0,066666667;0,065833333;0,078333333;0,079166667;0,072083333;0,070952381;0,094166667;0,092916667;0,106666667;0,099583333;0,102916667;0,108333333;0,100416667;0,096666667;0,104444444;0,089166667;0,097916667;0,094583333;0,095;0,0775;0,080555556;0,055833333;0,057083333;
Дніпро;4863510;Оксид азоту;0,05;0,04;0,0375;0,0325;0,035;0,035;0,046666667;0,045;0,045;0,0525;0,045;0,0475;0,056666667;0,0375;0,05;0,07;0,065;0,0425;0,06;0,0375;0,055;0,0425;0,035;0,0425;0,03;0,0325;0,025;
Дніпро;4863510;Сiрководень;0,001875;0,001826087;0,000916667;0,002136364;0,002416667;0,002083333;0,002388889;0,001875;0,001416667;0,002285714;0,001458333;0,003333333;0,003666667;0,004208333;0,003125;0,004541667;0,003666667;0,003291667;0,0035;0,004541667;0,002833333;0,002708333;0,002125;0,003;0,002888889;0,002291667;0,003625;
Дніпро;4863510;Фенол;0,002375;0,001583333;0,001583333;0,002181818;0,001333333;0,00225;0,002222222;0,003666667;0,002666667;0,002363636;0,002;0,004666667;0,005;0,006583333;0,00525;0,006083333;0,004083333;0,003;0,004222222;0,003666667;0,00325;0,003666667;0,003083333;0,003333333;0,001666667;0,002166667;0,0025;
Дніпро;4863510;Амiак;0,056;0,04875;0,05125;0,048571429;0,0475;0,05;0,043333333;0,0625;0,05;0,057142857;0,06;0,05125;0,08;0,075;0,08875;0,08875;0,08125;0,05375;0,068333333;0,08375;0,06625;0,0525;0,0475;0,05375;0,076666667;0,05125;0,05;
Дніпро;4863510;Формальдегiд;0,01975;0,015727273;0,017833333;0,022;0,017166667;0,013666667;0,018888889;0,016916667;0,017916667;0,0195;0,018583333;0,021666667;0,027333333;0,029916667;0,033083333;0,0275;0,024083333;0,01975;0,013777778;0,016416667;0,015416667;0,018083333;0,022;0,02;0,019666667;0,016666667;0,015416667;
Кривий Ріг;4793340;Завислі речовини;0,525;0,511111111;0,625;0,488888889;0,466666667;0,49;0,544444444;0,642857143;0,55;0,533333333;0,6375;0,722222222;0,46;0,628571429;0,6;0,38;0,55;0,6;0,485714286;0,68;0,4375;0,45;0,357142857;0,4125;0,5625;0,4875;0,4625;
Кривий Ріг;4793340;Дiоксид сiрки;0,02575;0,028818182;0,033363636;0,03325;0,0305;0,029076923;0,028555556;0,025222222;0,028538462;0,0275;0,031909091;0,027166667;0,0298;0,0332;0,029272727;0,029625;0,021090909;0,024;0,027857143;0,021714286;0,026181818;0,025428571;0,03725;0,031;0,038125;0,026363636;0,022545455;
Кривий Ріг;4793340;Оксид вуглецю;1;1,6;1,6;2;1,5;1,1;1,4;1,5;1,8;1,4;1,8;1,5;1,375;1,625;1,625;1,5;1,25;1,25;1,375;1;1;1,5;1,25;1,25;1,125;1;1;
Кривий Ріг;4793340;Дiоксид азоту;0,02125;0,034545455;0,04;0,039166667;0,0275;0,033846154;0,031111111;0,034444444;0,034615385;0,038333333;0,034545455;0,0275;0,026;0,036;0,032727273;0,03375;0,029090909;0,026363636;0,047142857;0,055714286;0,028181818;0,024285714;0,0375;0,035454545;0,035;0,024545455;0,028181818;
Кривий Ріг;4793340;Оксид азоту;0,015;0,013333333;0,025;0,026666667;0,02;0,016666667;0,02;0,013333333;0,023333333;0,023333333;0,02;0,023333333;0,015;0,023333333;0,023333333;0,016666667;0,016666667;0,02;0,015;0,023333333;0,013333333;0,01;0,02;0,023333333;0,025;0,016666667;0,016666667;
Кривий Ріг;4793340;Сiрководень;0,00075;0,001333333;0,001375;0,001;0,001;0,0011;0,000666667;0,001142857;0,0012;0,000777778;0,001125;0,001;0,0014;0,001;0,000875;0,0008;0,000875;0,00075;0,000857143;0,0006;0,00075;0,001;0,000857143;0,000875;0,00125;0,001;0,000875;
Кривий Ріг;4793340;Фенол;0,001583333;0,002944444;0,002222222;0,002526316;0,001842105;0,0024;0,001285714;0,002;0,002;0,002052632;0,002055556;0,001894737;0,003111111;0,002428571;0,002;0,002230769;0,00175;0,001375;0,001818182;0,001363636;0,00175;0,001625;0,001533333;0,001375;0,002416667;0,0015;0,00175;
Кривий Ріг;4793340;Амiак;0,0075;0,012777778;0,011111111;0,011052632;0,007894737;0,008;0,009285714;0,010625;0,011;0,01;0,01;0,009473684;0,010909091;0,009285714;0,009375;0,01;0,008666667;0,008125;0,009090909;0,009090909;0,009375;0,01;0,009333333;0,008666667;0,01;0,009375;0,01;
Кривий Ріг;4793340;Формальдегiд;0,01925;0,021;0,020555556;0,020736842;0,023368421;0,02155;0,02;0,023;0,02595;0,025;0,022277778;0,022736842;0,028333333;0,027428571;0,02075;0,022846154;0,0171875;0,0164375;0,018909091;0,018090909;0,015875;0,0165625;0,017333333;0,0195625;0,019583333;0,0173125;0,019125;
Кам'янське;4853460;Завислі речовини;0,4691;0,3724625;0,4939875;0,41575;0,4991875;0,4334375;0,393225;0,513275;0,3797375;0,5074125;0,474475;0,5027;0,5531375;0,4372375;0,4858;0,395175;0,268685714;0,3631375;0,254975;0,28595;0,2802125;0,34405;0,2793;0,2895375;0,397525;0,31505;0,3446125;
Кам'янське;4853460;Дiоксид сiрки;0,011275;0,0106875;0,01085;0,011;0,0089125;0,0078875;0,008025;0,0097875;0,0101625;0,0116875;0,0131125;0,012975;0,0139;0,011775;0,012233333;0,009775;0,011242857;0,0121875;0,0095875;0,0082875;0,0087375;0,007325;0,00725;0,005675;0,0075625;0,00685;0,0076375;
Кам'янське;4853460;Оксид вуглецю;4,625;4;3,875;3,875;3,75;3,625;3,375;3,75;4,125;4,375;4;4,375;4,25;4,375;4,625;4,375;4,125;4,375;4;3,75;3,875;4,25;4,25;4;4,125;4,125;4;
Кам'янське;4853460;Дiоксид азоту;0,121533333;0,14621875;0,1803875;0,16440625;0,14468125;0,1563125;0,1637;0,145675;0,12736875;0,1446875;0,16719375;0,2196375;0,179441667;0,15326875;0,115476923;0,130545455;0,151261538;0,1274875;0,159681818;0,138625;0,15920625;0,22399375;0,1348125;0,17159375;0,132141667;0,0997375;0,12238125;
Кам'янське;4853460;Оксид азоту;0,0793;0,0706;0,089075;0,072925;0,07505;0,059525;0,087966667;0,06885;0,0591;0,066375;0,074825;0,094375;0,084533333;0,072375;0,059033333;0,0614;0,062633333;0,059525;0,071366667;0,061775;0,076175;0,104425;0,0606;0,079375;0,069733333;0,051125;0,06345;
Кам'янське;4853460;Сiрководень;0,004372727;0,004833333;0,00398;0,004766667;0,00588;0,00338;0,0055;0,006206667;0,005326667;0,005846667;0,005006667;0,004353333;0,004727273;0,004473333;0,004184615;0,00359;0,004441667;0,005166667;0,00452;0,0054;0,004633333;0,004846667;0,00442;0,004653333;0,005472727;0,004093333;0,00478;
Кам'янське;4853460;Фенол;0,009191667;0,00716875;0,00570625;0,0048;0,0069125;0,00675625;0,005183333;0,0066875;0,0060375;0,00725;0,005425;0,0045625;0,006558333;0,00564375;0,005861538;0,004672727;0,006;0,00615625;0,005572727;0,0063875;0,00556875;0,005275;0,00459375;0,0044625;0,005008333;0,0068;0,00548125;
Кам'янське;4853460;Амiак;0,0592875;0,05365;0,051625;0,057625;0,061275;0,051475;0,0601625;0,0686;0,063475;0,0549125;0,051375;0,0512875;0,055925;0,05995;0,059585714;0,060566667;0,051166667;0,0529875;0,051057143;0,052575;0,05325;0,050925;0,054425;0,0535125;0,0523375;0,0474125;0,0446125;
Кам'янське;4853460;Формальдегiд;0,019;0,01725;0,017575;0,0189625;0,0243;0,02055;0,0197875;0,022425;0,0209875;0,0217875;0,0213625;0,022075;0,0214625;0,0232875;0,024183333;0,019875;0,021057143;0,016825;0,0142625;0,0163875;0,014175;0,0147375;0,0159375;0,0172875;0,0166625;0,01275;0,0135125;
Краматорськ;4873760;Завислі речовини;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Краматорськ;4873760;Дiоксид сiрки;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Краматорськ;4873760;Оксид вуглецю;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Краматорськ;4873760;Дiоксид азоту;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Краматорськ;4873760;Фенол;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Краматорськ;4873760;Фтористий водень;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Краматорськ;4873760;Формальдегiд;;;;;;;;;;;;;;;;;;;;;;;;;;;;
