city;coordinateNumber;nameImpurity;1November;2November;3November;4November;5November;6November;7November;8November;9November;10November;11November;12November;13November;14November;15November;16November;17November;18November;19November;20November;21November;22November;23November;24November;25November;26November;27November;28November;29November;30November
Кропивницький;4853220;Дiоксид азоту;0,026408333;0,026141667;null;0,031766667;0,032316667;0,03455;0,020425;0,029241667;0,026941667;null;0,0294;0,024733333;0,030291667;0,027483333;0,024758333;0,0219;null;0,030611111;0,031791667;0,0283;0,029725;0,0246;0,03315;null;0,028544444;0,031483333;0,026575;0,029666667;0,029433333;0,029141667
Кропивницький;4853220;Оксид азоту;0,011225;0,020375;null;0,019733333;0,019025;0,022875;0,01155;0,016975;0,017175;null;0,0153;0,012575;0,0193;0,0123;0,01645;0,018325;null;0,013;0,01945;0,018125;0,019125;0,013725;0,016575;null;0,009466667;0,01425;0,0135;0,02465;0,01145;0,022125
Кропивницький;4853220;Сажа;0,023333333;0,016666667;null;0,021666667;0,021666667;0,053333333;0,05;0,053333333;0,035;null;0,033333333;0,031666667;0,035;0,031666667;0,045;0,041666667;null;0,055;0,028333333;0,048333333;0,023333333;0,046666667;0,05;null;0,055;0,033333333;0,04;0,051666667;0,051666667;0,056666667
Кропивницький;4853220;Формальдегiд;0,004133333;0,0027;null;0,006433333;0,0053;0,005833333;0,007233333;0,004466667;0,0032;null;0,004466667;0,002133333;0,006033333;0,004233333;0,003466667;0,002933333;null;0,004566667;0,005066667;0,003833333;0,004033333;0,003;0,003766667;null;0,002666667;0,007466667;0,006133333;0,0051;0,004733333;0,005233333
Світловодськ;4903340;Завислі речовини;0,05;0,1;null;0,1;0,1;0,1;0,1;0;0;null;0;0;0,05;0;0;0;null;0,05;0,05;0,1;0;0,05;null;null;0,05;0,05;0,05;0;0,1;0,15
Світловодськ;4903340;Дiоксид сiрки;0,026;0,019533333;null;0,006433333;0,008333333;0,0274;0,031566667;0,018733333;0,0146;null;0,0166;0,010366667;0,0271;0,006266667;0,0042;0,004266667;null;0,010666667;0,010566667;0,008566667;0,006466667;0,006366667;null;null;0,014566667;0,012533333;0,0126;0,024933333;0,0062;0,014366667
Світловодськ;4903340;Сульфати;0;0,005;null;0,005;0;0;0,005;0,01;0,005;null;0,01;0;0,005;0;0;0;null;0;0,01;0;0;0;null;null;0;0,01;0,005;0,01;0,01;0,01
Світловодськ;4903340;Оксид вуглецю;1;1;null;1;1;1;1;1;1;null;1;1;1;1;1;1;null;1;1;1;1;1;null;null;1;1;0,5;1;1;1
Світловодськ;4903340;Дiоксид азоту;0,017566667;0,010633333;null;0,0139;0,016866667;0,027433333;0,024;0,023733333;0,023733333;null;0,037133333;0,0236;0,023733333;0,0169;0,010266667;0,003366667;null;0,0035;0,0138;0,017533333;0,003633333;0,003466667;null;null;0,013566667;0,051;0,020466667;0,0202;0,026866667;0,036733333
Світловодськ;4903340;Оксид азоту;0,016033333;0,011533333;null;0,002266667;0,0199;0,0313;0,0357;0,0221;0,022133333;null;0,0132;0,0308;0,028666667;0,0155;0,013366667;0,008866667;null;0,0113;0,0157;0,018333333;0,011666667;0,011266667;null;null;0,019833333;0,033233333;0,0089;0,024166667;0,013066667;0,023966667
Світловодськ;4903340;Формальдегiд;0,0044;0,005533333;null;0,0011;0;0,0011;0,002166667;0,002133333;0,001066667;null;0,0021;0,004266667;0,001066667;0;0,001066667;0,004333333;null;0,002166667;0,0022;0,0022;0,0022;0,005433333;null;null;0;0,001066667;0,002166667;0,001066667;0,0011;0
Львів;4982410;Завислі речовини;0,1725;0,1675;null;0,115;0,11;0,1175;0,12625;0,11625;0,13625;null;0,08375;0,1425;0,145;0,15375;0,15375;0,15125;null;0,14375;0,155;0,14125;0,1525;0,14625;0,155;null;0,16125;0,14875;0,13;0,155;0,14625;0,1475
Львів;4982410;Дiоксид сiрки;0,0046875;0,00455;null;0,0043125;0,00375;0,0046875;0,0028;0,00364375;0,003;null;0,004;0,0082125;0,00375625;0,0044125;0,0061125;0,0053125;null;0,00583125;0,00466875;0,004125;0,00388125;0,00454375;0,00435;null;0,00403125;0,0038;0,0036875;0,00426;0,0036625;0,00375
Львів;4982410;Оксид вуглецю;1,9;1,7;null;1,775;1,6;1,625;1,65;1,5875;1,625;null;1,2;1,5875;1,5125;1,4625;1,5125;1,4375;null;1,4375;1,525;1,3375;1,4125;1,375;1,4125;null;1,475;1,5625;1,475;1,65;1,4375;1,4625
Львів;4982410;Дiоксид азоту;0,03845;0,0493375;null;0,046275;0,046325;0,048625;0,04244375;0,04765625;0,04529375;null;0,04358125;0,0424125;0,04440625;0,0523875;0,04540625;0,05108125;null;0,0468375;0,050575;0,05279375;0,0495875;0,045425;0,0502625;null;0,04590625;0,0429875;0,0435125;0,05108;0,0496875;0,042393333
Львів;4982410;Оксид азоту;null;null;null;null;null;null;0,02305;0,0277625;0,027575;null;0,02525;0,0263875;0,029575;0,0304625;0,0282875;0,027;null;0,0314125;0,033;0,02975;0,0328;0,0306;0,0323875;null;0,0285;0,0276125;0,0282125;0,0291;0,03045;0,025275
Львів;4982410;Фтористий водень;0,0043125;0,004825;null;0,0049;0,0048;0,004775;0,00443125;0,0046125;0,00446875;null;0,00441875;0,00454375;0,00353125;0,00395;0,00398125;0,0043125;null;0,0047;0,0042;0,00480625;0,00445;0,00486875;0,006125;null;0,00505625;0,00439375;0,00488125;0,00558;0,00548125;0,0048625
Львів;4982410;Формальдегiд;0,0111375;0,01145;null;0,012925;0,0139875;0,013975;0,01165625;0,0110375;0,00969375;null;0,0117875;0,00975625;0,01063125;0,01066875;0,01168125;0,0138625;null;0,01139375;0,01196875;0,0148125;0,01336875;0,01295;0,013375;null;0,01234375;0,01175;0,012475;0,01283;0,0125125;0,0121875
Миколаїв;4703200;Завислі речовини;0,1;0,0875;null;0,075;0,1;0,1;0,1125;0,15;0,1;null;0,1;0,125;0,0875;0,1;0,1;0,1;null;0,125;0,1375;0,075;0,05;0,0375;0,0875;null;0,075;0,1;0,0875;null;0,1;0,05
Миколаїв;4703200;Дiоксид сiрки;0,0059125;0,006975;null;0,006525;0,004875;0,0072375;0,008375;0,0088125;0,004675;null;0,00545;0,0069375;0,0096;0,0098875;0,005275;0,0039375;null;0,0047875;0,00415;0,005025;0,005775;0,0061;0,0067875;null;0,006075;0,008125;0,0063;null;null;0,0042625
Миколаїв;4703200;Оксид вуглецю;1,125;0,625;null;1,125;1,5;0,625;1,625;1,375;0,875;null;1,125;1,375;1,5;1,25;1,5;1;null;1,5;1,5;1,25;1,25;1,375;1,125;null;1,25;1,375;1;null;1;0,875
Миколаїв;4703200;Дiоксид азоту;0,03750625;0,022275;null;0,033675;0,06074375;0,034025;0,02965625;0,03708125;0,02938125;null;0,01820625;0,0200625;0,0169875;0,03423125;0,013975;0,0126875;null;0,02056875;0,030125;0,0279125;0,0299375;0,02300625;0,02766875;null;0,03494375;0,024875;0,056375;0,013975;0,05235;0,047325
Миколаїв;4703200;Оксид азоту;0,0208;0,013775;null;0,035;0,029475;0,014325;0,003025;0,012825;0,005625;null;0,0112;0,011675;0,008625;0,0147;0,0099;0,00845;null;0,012025;0,031775;0,0185;0,015625;0,012725;0,012175;null;0,011575;0,0151;0,0238;0,0045;0,0328;0,01185
Миколаїв;4703200;Фтористий водень;0,003075;0,0026375;null;0,00235;0,0025;0,004075;0,0018;0,00145;0,0017375;null;0,00165;0,0020625;0,0029625;0,0017375;0,0015125;0,0042875;null;0,0016125;0,001625;0,002175;0,001975;0,0021;0,002075;null;0,0026125;0,002325;0,003725;0,00125;0,007;0,002375
Миколаїв;4703200;Формальдегiд;0,008575;0,00818125;null;0,00721875;0,0052;0,0051625;0,00575625;0,008975;0,007975;null;0,00899375;0,01161875;0,01189375;0,01523125;0,014475;0,0084375;null;0,0116;0,0127875;0,0117;0,00913125;0,0102375;0,00966875;null;0,006475;0,0081625;0,00785;0,0072;0,004725;0,005975
Одеса;4643080;Завислі речовини;0,216416667;0,305833333;null;0,260333333;0,177916667;0,170166667;0,214;0,17325;0,162166667;null;0,198583333;0,215416667;0,181833333;0,136333333;0,179416667;0,18275;null;0,1788;0,153875;0,1696;0,065166667;0,17125;0,167583333;null;0,189416667;0,232083333;0,181666667;0,183583333;0,196083333;0,2035
Одеса;4643080;Дiоксид сiрки;0,040416667;0,033577778;null;0,038677778;0,039355556;0,044788889;0,042622222;0,037372222;0,033655556;null;0,050188889;0,045833333;0,037872222;0,023794444;0,034477778;0,032277778;null;0,017771429;0,012576923;0,028041176;0,023427778;0,033877778;0,038588889;null;0,031433333;0,043288889;0,044877778;0,045583333;0,045155556;0,042894444
Одеса;4643080;Сульфати;0,018;0,0135;null;0,018;0,012;0,0125;0,0125;0,009;0,014;null;0,013;0,0105;0,0115;0,012;0,007;0,01;null;0,007;0,009;0,014;0,006;0,005;0,007;null;0,0045;0,0105;0,015;0,0165;0,018;0,0155
Одеса;4643080;Оксид вуглецю;1,5;1,4875;null;1,6375;1,625;1,5625;1,7125;1,65;1,45;null;1,4875;1,6;1,5375;1,6625;1,85;1,6375;null;1,75;1,975;1,4625;1,3875;1,4625;1,4625;null;1,525;1,4375;1,5;1,4625;1,4125;1,5375
Одеса;4643080;Дiоксид азоту;0,059838889;0,079338889;null;0,083766667;0,095161111;0,062322222;0,036238889;0,036611111;0,049316667;null;0,055961111;0,081072222;0,074038889;0,058416667;0,060655556;0,052772222;null;0,031957143;0,016569231;0,037394118;0,031361111;0,04435;0,051055556;null;0,053583333;0,045177778;0,051161111;0,048127778;0,075433333;0,058605556
Одеса;4643080;Оксид азоту;0,03025;0,03285;null;0,0468;0,047625;0,04335;0,045875;0,040475;0,026225;null;0,042475;0,047525;0,04775;0,048375;0,03865;0,037825;null;0,03895;null;0,04435;0,03125;0,02115;0,013175;null;0,02705;0,037775;0,0439;0,0363;0,032;0,047525
Одеса;4643080;Сiрководень;0,001225;0,001;null;0,00125;0,001275;0,0012125;0,0022375;0,0014625;0,0013;null;0,0012;0,0011625;0,0011625;0,0012375;0,0015125;0,001325;null;0,0007;0,00105;0,001583333;0,0013;0,0014875;0,0011625;null;0,000975;0,0010375;0,0010875;0,00145;0,0011;0,0011125
Одеса;4643080;Фенол;0,003442857;0,00347619;null;0,003042857;0,003047619;0,002909524;0,003528571;0,003304762;0,00302381;null;0,003114286;0,003614286;0,003285714;0,003004762;0,003047619;0,003042857;null;0,002983333;0,003071429;0,003370588;0,003190476;0,003295238;0,003119048;null;0,002852381;0,003033333;0,003104762;0,003304762;0,002938095;0,002985714
Одеса;4643080;Сажа;0,07375;0,0875;null;0,06875;0,05375;0,05;0,07375;0,0525;0,04875;null;0,06;0,07;0,0475;0,06375;0,05;0,04875;null;0,051428571;0,035;0,055714286;0,035;0,04875;0,035;null;0,0425;0,0425;0,045;0,05875;0,06;0,07
Одеса;4643080;Фтористий водень;0,0029875;0,002525;null;0,0024625;0,0025;0,0035625;0,003325;0,004075;0,0036;null;0,0061125;0,0057875;0,0042625;0,0036875;0,0053375;0,0033625;null;0,003733333;0,003;0,00525;0,0036875;0,0031625;0,0037;null;0,002725;0,0017875;0,004175;0,0046;0,0025125;0,00315
Одеса;4643080;Формальдегiд;0,008446154;0,006853846;null;0,006369231;0,006761538;0,007853846;0,007430769;0,008523077;0,007669231;null;0,007384615;0,007746154;0,006838462;0,007353846;0,006423077;0,007569231;null;0,006722222;0,005285714;0,009309091;0,008646154;0,006807692;0,007707692;null;0,005838462;0,006423077;0,006907692;0,006046154;0,006415385;0,007215385
Полтава;4963460;Завислі речовини;0,425;0,2875;null;0,2125;0,15;0,2125;0,1625;0,3625;0,325;null;0,225;0,175;0,225;0,1;0,2;0,175;null;0,0875;0,1;0,2375;0,1;0,1625;0,025;null;0,125;0,2;0,25;0,2125;0,225;0,225
Полтава;4963460;Дiоксид сiрки;0,0025;0,0025;null;0,003333333;0,002625;0,003;0,0033125;0,002875;0,002125;null;0,00375;0,002625;0,00375;0,00225;0,0025625;0,002625;null;0,001833333;0,0023125;0,0026875;0,00225;0,002125;0,0031875;null;0,004583333;0,0058125;0,006375;0,004875;0,0056875;0,003125
Полтава;4963460;Сульфати;0,005;0,015;null;0,01;0,01;0,005;0,015;0,005;0;null;0,01;0,015;0,01;0,005;0,005;0,005;null;0,005;0,015;0,01;0,01;0,01;0,01;null;0,015;0,02;0,01;0,005;0,01;0
Полтава;4963460;Оксид вуглецю;1,111111111;1,5;null;0,666666667;1,222222222;1,444444444;1,333333333;1,666666667;1,625;null;1,333333333;1,777777778;1,444444444;0,777777778;1,666666667;1,625;null;0,888888889;1,222222222;1,444444444;0,555555556;1,666666667;0,375;null;1,666666667;2,777777778;1,666666667;2,222222222;1,222222222;1,625
Полтава;4963460;Дiоксид азоту;0,03625;0,0275;null;0,039166667;0,036875;0,03625;0,046875;0,02875;0,024375;null;0,035;0,02875;0,035625;0,039375;0,03375;0,0275;null;0,04;0,024375;0,03;0,026875;0,01375;0,0225;null;0,036666667;0,03875;0,03375;0,030625;0,023125;0,030625
Полтава;4963460;Оксид азоту;0,02;0,005;null;0,02;0,015;0,02;0,02;0,0175;0,0175;null;0,013333333;0,0175;0,025;0,0125;0,02;0,0175;null;0,01;0,01;0,02;0,01;0,01;0,0125;null;0,016666667;0,03;0,02;0,0175;0,015;0,01
Полтава;4963460;Фтористий водень;0,002375;0,002375;null;0,002333333;0,001125;0,002125;0,002375;0,002;0,001125;null;0,002333333;0,002625;0,00275;0,001875;0,00175;0,00175;null;0,002333333;0,001375;0,00175;0,002;0,001125;0,00075;null;0,002666667;0,002125;0,001625;0,00175;0,00175;0,00075
Полтава;4963460;Хлористий водень;0,015;0,03;null;0,026666667;0,015;0,025;0,025;0,01;0,015;null;0,013333333;0,015;0,035;0,02;0,025;0,02;null;0,02;0,025;0,01;0,015;0,01;0,005;null;0,04;0,02;0,025;0,02;0,025;0,015
Полтава;4963460;Амiак;0,0125;0,015;null;0,013333333;0,005;0,015;0,0175;0,0125;0,01;null;0,01;0,01;0,0125;0,015;0,0075;0,01;null;0,02;0,0075;0,0075;0,0125;0,005;0,0075;null;0,016666667;0,0125;0,0125;0,01;0,0075;0,0075
Полтава;4963460;Формальдегiд;0,004333333;0,00225;null;0,005666667;0,0035;0,00425;0,00675;0,003416667;0,00575;null;0,003;0,00425;0,00575;0,00425;0,00425;0,0035;null;0,004;0,00375;0,004333333;0,003;0,0015;0,00225;null;0,006666667;0,003;0,003;0,003;0,002;0,002583333
Кременчук;4813330;Завислі речовини;0,09375;0,13125;null;0,15;0,1225;0,09875;0,16;0,17375;0,08625;null;0,07875;0,08;0,0575;0,0775;0,1125;0,08;null;0,1125;0,19625;0,06375;0,08;0,06625;0,07;null;0,1325;0,08125;0,13625;0,13125;0,102857143;0,16
Кременчук;4813330;Дiоксид сiрки;0,00724375;0,0066625;null;0,00695625;0,007453333;0,0067875;0,00685;0,005825;0,006525;null;0,0074;0,00716875;0,00855;0,00826875;0,0071875;0,0077625;null;0,0079375;0,00960625;0,00721875;0,00646875;0,00573125;0,0057625;null;0,0071875;0,00669375;0,0065;0,00575;0,00578;0,00685625
Кременчук;4813330;Сульфати;0;0,01;null;0,005;0;0;0,005;0,01;0;null;0,005;0;0,005;0;0,005;0,005;null;0,01;0,005;0;0,005;0,01;0;null;0,01;0;0,01;0,005;0;0,01
Кременчук;4813330;Оксид вуглецю;0,6125;0,45;null;0,4;0,4;0,6125;0,8625;0,8;0,6;null;0,8375;0,5125;0,55;0,85;0,9125;0,7875;null;1,0875;1,6;0,55;0,6625;0,5;0,3675;null;0,4;0,55;0,6625;0,55;0,5875;1,325
Кременчук;4813330;Дiоксид азоту;0,03591875;0,0379625;null;0,0360875;0,03288;0,02735625;0,03305625;0,032975;0,0372;null;0,0338375;0,0312875;0,039475;0,033525;0,03481875;0,043125;null;0,05429375;0,06769375;0,0348125;0,02633125;0,0297;0,02945625;null;0,03580625;0,0244625;0,0265875;0,02051875;0,025946667;0,03269375
Кременчук;4813330;Оксид азоту;0,025775;0,03255;null;0,04025;0,023625;0,022625;0,017675;0,013225;0,017575;null;0,02475;0,0217;0,0308;0,028475;0,022525;0,024975;null;0,0437;0,039025;0,02755;0,020775;0,0245;0,02115;null;0,024775;0,021275;0,018875;0,0146;0,020475;0,01605
Кременчук;4813330;Фенол;0,000541667;0,000333333;null;0,000525;0,000772727;0,000991667;0,000375;0,001083333;0,001533333;null;0,001175;0,000925;0,000708333;0,001033333;0,000841667;0,000525;null;0,000608333;0,00055;0,000483333;0,001116667;0,000516667;0,000258333;null;0,000808333;0,000908333;0,000216667;1,66667E-05;0,000754545;0,001408333
Кременчук;4813330;Сажа;0,01045;0,003925;null;0,00645;0,0051;0,006375;0,019025;0,01385;0,0076;null;0,008775;0,0076;0,00375;0,00505;0,006375;0,00635;null;0,01025;0,022875;0,003925;0,0053;0,0025;0,001275;null;0,01385;0,008875;0,0113;0,01385;0,0138;0,023625
Кременчук;4813330;Амiак;0,0058;0,0066;null;0,0058;0,0041;0,005125;0,0063;0,006125;0,004025;null;0,004225;0,007725;0,007;0,00395;0,007;0,0077;null;0,005025;0,007325;0,006675;0,006025;0,0061;0,005125;null;0,005825;0,00535;0,00465;0,0026;0,002625;0,00715
Кременчук;4813330;Формальдегiд;0,00437;0,00505;null;0,00671;0,003422222;0,00247;0,00422;0,00516;0,00431;null;0,00299;0,00546;0,00686;0,00595;0,00496;0,00435;null;0,00601;0,00707;0,00634;0,00435;0,00385;0,00384;null;0,00405;0,00309;0,00217;0,00339;0,003033333;0,00315
Рівне;5062620;Завислі речовини;0,03228;0,02136;null;0,039225;0;0;0;0;0;null;0;0;0;0;0,2083;0,171333333;null;0;0,06312;0;0;0,132875;0;null;0,135366667;0;0;0;0;0
Рівне;5062620;Дiоксид сiрки;0;0;null;0,000225;0,000808333;0,001163636;0,000825;0,000225;0,001641667;null;0,00095;0;0;0;0;0,000933333;null;0,001133333;0,00055;0,000366667;0,001825;0,000791667;0,001891667;null;0;0,000508333;0,0011;0;0,000383333;0,001291667
Рівне;5062620;Оксид вуглецю;0,818333333;0,901666667;null;0,888333333;0,995;1,048333333;1,206666667;1,18;1,041666667;null;0,968333333;1,085;1,078333333;1,001666667;1,093333333;0,941666667;null;0,833333333;1,008333333;1,005;0,958333333;1,07;0,965;null;1,005;1,075;1,135;1,03;1,35;1,171666667
Рівне;5062620;Дiоксид азоту;0,062383333;0,041275;null;0,038;0,0477;0,069136364;0,0435;0,015783333;0,012541667;null;0,011683333;0,013816667;0,016633333;0,012933333;0,014216667;0,012666667;null;0,016791667;0,016916667;0,016725;0,030933333;0,039058333;0,022516667;null;0,02515;0,027;0,023516667;0,02423;0,015525;0,010283333
Рівне;5062620;Оксид азоту;0,04075;0,02529;null;0,025977778;0,04588;0,0527;0,06499;0,0292;0,01359;null;0,005811111;0,00628;0,02478;0,00722;0,01421;0,00767;null;0,018166667;0,01284;0,01674;0,02289;0,04107;0,01988;null;0,037511111;0,02391;0,03068;0,03145;0,02286;0,01275
Рівне;5062620;Сiрководень;0,0007;0,0025;null;0,0023;0,004525;0,0029;0,0008125;0,0005875;0,00205;null;0,001642857;0,0004125;0,00115;0,0008875;0,0004375;0;null;0;0,001225;0;0,0004625;0;0,0009;null;0;0,0014375;0,0011375;0,000485714;0;0,000875
Рівне;5062620;Фенол;0,00028;0,00069;null;0;0,00037;0,00033;0;0,00122;0,00345;null;0,00254;0,00351;0,00171;0,00323;0,00293;0,00147;null;0,00071;0;0,00038;0;0;0;null;0,00071;0,00057;0,0003;0,0004125;0,00037;0,00059
Рівне;5062620;Фтористий водень;0,004775;0,0038625;null;0,002242857;0,001025;0,0053875;0,006;0,0005625;0,000275;null;0,001385714;0;0,00135;0,0005625;0,002475;0,00565;null;0,0018;0,002775;0;0,0015375;0,00395;0,008125;null;0,0032;0,00285;0,002375;0;0,00335;0,008825
Рівне;5062620;Хлористий водень;0,083575;0,010825;null;0,0439625;0,134975;0,1264375;0,0798;0,0544625;0,0234875;null;0,048375;0,081775;0,114525;0,1711375;0,0622375;0,119;null;0,048925;0,0114875;0,07515;0,1115875;0,097475;0,0541375;null;0,0225375;0,0277625;0,1302375;0,02815;0,0647625;0,121525
Рівне;5062620;Амiак;0;0;null;0;0;0;0;0;0;null;0;0,003175;0;0;0,007825;0,011025;null;0,0064;0;0;0;0;0;null;0;0;0;0;0;0,005075
Рівне;5062620;Формальдегiд;0,006475;0,0009;null;0,004357143;0,010375;0,004257143;0,0065125;0,00315;0,0039;null;0,006485714;0,0036625;0,00795;0,00685;0,00165;0,0026875;null;0,006685714;0,0015375;0,005575;0,001375;0,004625;0,00195;null;0,001071429;0,0081875;0,0062;0,008971429;0,0081875;0,0106875
Суми;5093480;Завислі речовини;0,25;0,283333333;null;0,233333333;0,316666667;0,266666667;0,316666667;0,333333333;0,233333333;null;0,316666667;0,283333333;0,35;0,3;0,366666667;0,3;null;0,416666667;0,45;0,316666667;0,15;0,333333333;0,25;null;0,416666667;0,316666667;0,333333333;0,34;0,35;0,233333333
Суми;5093480;Дiоксид сiрки;0,074166667;0,060583333;null;0,054888889;0,0675;0,06225;0,066083333;0,065666667;0,053333333;null;0,054222222;0,061916667;0,067833333;0,059833333;0,055833333;0,057416667;null;0,054333333;0,062083333;0,0625;0,059333333;0,059916667;0,059;null;0,055222222;0,052916667;0,04725;0,055;0,05625;0,053166667
Суми;5093480;Сульфати;0,025;0,005;null;0,015;0,01;0,01;0,02;0,015;0,005;null;0,005;0,02;0,015;0,015;0,005;0,015;null;0,015;0,015;0,015;0,005;0,015;0,01;null;0,01;0,01;0,005;0,015;0,02;0,015
Суми;5093480;Оксид вуглецю;1,5;1,5;null;1,5;1,833333333;1,666666667;1,5;1,333333333;1,666666667;null;1,5;1;1,833333333;1,666666667;1,833333333;1,666666667;null;1,833333333;2,833333333;3,333333333;1,5;1,166666667;2;null;1,166666667;1,5;1,666666667;2,333333333;1,333333333;1,5
Суми;5093480;Дiоксид азоту;0,0825;0,069166667;null;0,081111111;0,078333333;0,058333333;0,0575;0,068333333;0,050833333;null;0,078888889;0,0675;0,0675;0,076666667;0,060833333;0,070833333;null;0,083333333;0,079166667;0,080833333;0,088333333;0,079166667;0,076666667;null;0,082222222;0,078333333;0,065833333;0,079090909;0,085;0,069166667
Суми;5093480;Оксид азоту;0,03;0,0325;null;0,043333333;0,04;0,0275;0,0225;0,0325;0,0275;null;0,03;0,0375;0,0275;0,0275;0,0225;0,0325;null;0,036666667;0,035;0,0325;0,045;0,04;0,03;null;0,04;0,0375;0,03;0,04;0,0275;0,0425
Суми;5093480;Амiак;0,0125;0,01125;null;0,013333333;0,0125;0,00875;0,01625;0,01625;0,0125;null;0,013333333;0,01375;0,01;0,0125;0,01125;0,01;null;0,013333333;0,0125;0,01125;0,00875;0,00875;0,01;null;0,011666667;0,01625;0,015;0,01;0,01625;0,01375
Суми;5093480;Формальдегiд;0,003;0,003;null;0,001333333;0,005;0,003;0,004;0,003;0,003;null;0,004;0,003;0,004;0,00475;0,003;0,00375;null;0,004;0,003;0,004;0,005;0,005;0,004;null;0,003666667;0,00575;0,003;0,004;0,00375;0,005
Тернопіль;4932530;Завислі речовини;0,1;0,0775;null;0,1225;0,1525;0,1575;0,215;0,1475;0,1625;null;0,1375;0,165;0,105;0,095;0,1275;null;null;0,125;0,105;0,045;0,02;0,0275;0;null;0,03;0,056666667;0,02;0,0425;0;null
Тернопіль;4932530;Дiоксид сiрки;0,0054875;0,0056;null;0,00685;0,0072125;0,006975;0,00785;0,005425;0,0052;null;0,0052125;0,0055625;0,003975;0,00335;0,0046125;null;null;0,0053875;0,0043;0,002175;0,0045;0,0041;0,003375;null;0,0052;0,00472;0,00465;0,00272;0,001416667;null
Тернопіль;4932530;Оксид вуглецю;3,425;3,4;null;3,2;3,35;3,175;3,35;3,55;3,4;null;3,7;3,675;3,95;2,7;3,3;null;null;4,375;3,3;3,1;3,3;3,7;3,675;null;3,65;3,5;3,7;3,85;4,2;null
Тернопіль;4932530;Дiоксид азоту;0,0453375;0,05025;null;0,0447625;0,0393;0,0442125;0,0435125;0,049425;0,054725;null;0,05135;0,05015;0,040725;0,04175;0,044675;null;null;0,0565625;0,047;0,044575;0,0473875;0,051125;0,04675;null;0,050625;0,0523;0,067275;0,04936;0,046366667;null
Тернопіль;4932530;Оксид азоту;0,02505;0,027775;null;0,02475;0,021275;0,024;0,023775;0,026925;0,029975;null;0,028225;0,02835;0,021825;0,022425;0,023875;null;null;0,0319;0,025725;0,024525;0,025775;0,028825;0,026775;null;0,028225;0,03305;0,039;0,024466667;0,0257;null
Тернопіль;4932530;Формальдегiд;0,0024875;0,0035875;null;0,0027875;0,003525;0,004575;0,006375;0,0037;0,00345;null;0,00295;0,003225;0,00215;0,0015375;0,0016375;null;null;0,002525;0,003475;0,0010875;0,0022875;0,0027625;0,0028;null;0,00275;0,00444;0,004375;0,00118;0,000666667;null
Харків;4993630;Завислі речовини;0,066;0,068;null;0,0332;0,0568;0,0524;0,0604;0,068;0,0636;null;0,064545455;0,057272727;0,051818182;0,039090909;0,047727273;0,053636364;null;0,059047619;0,052857143;0,073333333;0,043333333;0,047619048;0,044285714;null;0,056521739;0,05826087;0,050434783;0,04;0,03173913;0,03173913
