city;coordinateNumber;nameImpurity;1November;2November;3November;4November;5November;6November;7November;8November;9November;10November;11November;12November;13November;14November;15November;16November;17November;18November;19November;20November;21November;22November;23November;24November;25November;26November;27November;28November;29November;30November
Харків;4993630;Дiоксид сiрки;0,021006667;0,022076667;null;0,01772;0,018023333;0,019116667;0,018706667;0,018463333;0,01848;null;0,014125926;0,018177778;0,013288889;0,016866667;0,0157;0,016466667;null;0,016229167;0,01465;0,016195833;0,0173125;0,014745833;0,017816667;null;0,015911111;0,018622222;0,01507037;0,019014815;0,015662963;0,016525926
Харків;4993630;Сульфати;0;0,005;null;0;0;0,01;0;0;0,005;null;0,005;0;0;0;0,005;0,01;null;0,01;0;0;0;0;0,005;null;0,005;0;0,005;0;0;0,005
Харків;4993630;Оксид вуглецю;1,26;1,21;null;1,275;1,265;1,21;1,225;1,335;1,235;null;1,444444444;1,244444444;1,433333333;1,566666667;1,411111111;1,227777778;null;1,13125;1,3125;1,31875;1,10625;1,23125;1,025;null;1,166666667;1,138888889;1,183333333;1,144444444;1,144444444;1,183333333
Харків;4993630;Дiоксид азоту;0,024694286;0,027;null;0,025896667;0,025597143;0,028405714;0,027162857;0,030491429;0,029771429;null;0,021040741;0,022254839;0,024070968;0,02143871;0,023090323;0,024329032;null;0,025916667;0,022068966;0,020993103;0,020351724;0,025524138;0,024327586;null;0,023140741;0,024915625;0,0233625;0,022671875;0,0216;0,02506875
Харків;4993630;Оксид азоту;0,018675;0,018375;null;0,030566667;0,023575;0,023525;0,018525;0,021425;0,018675;null;null;null;null;null;null;null;null;0,0165;0,0229;0,0114;0,017025;0,013925;0,017575;null;0,0254;0,019075;0,02185;0,017825;0,0177;0,01865
Харків;4993630;Сiрководень;0,00115;0,0003;null;0,000833333;0,001025;0,0012;0,00095;0,0011;0,000775;null;0,001233333;0,0009;0,0009;0,00035;0,00035;0,0005;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Харків;4993630;Фенол;0,0021;0,002308333;null;0,001044444;0,001516667;0,001625;0,002116667;0,001558333;0,001708333;null;0,000933333;0,001675;0,0014625;0,001825;0,001775;0,0019625;null;0,001433333;0,001483333;0,001791667;0,001858333;0,001708333;0,001775;null;0,003355556;0,002983333;0,003241667;0,003066667;0,002508333;0,002625
Харків;4993630;Сажа;0,02;0,03;null;0;0,02;0,01;0,01;0,01;0,02;null;0,02;0,02;0,03;0;0,01;0,03;null;0,02;0,03;0,02;0,02;0,036666667;0;null;0,02;0,02;0,02;0;0,01;0,03
Харків;4993630;Амiак;0,0061;0,00695;null;0,005083333;0,0074875;0,0046375;0,0088625;0,0042125;0,0054375;null;0,00785;0,003725;0,0058;0,0046625;0,0088;0,0041625;null;0,006866667;0,0042375;0,00685;0,006125;0,0059125;0,006;null;0,0039;0,0084;0,0059125;0,0037375;0,002925;0,005825
Харків;4993630;Формальдегiд;0,002396429;0,002217857;null;0,001390476;0,002621429;0,001867857;0,002553571;0,002614286;0,002525;null;0,002680952;0,002360714;0,002578571;0,001303571;0,001946429;0,001960714;null;0,003277778;0,002675;0,002304167;0,003104167;0,002208333;0,000995833;null;0,002804762;0,002253571;0,001489286;0,001875;0,002075;0,001842857
Хмельницький;4942690;Завислі речовини;0,04175;0,05675;null;0,03975;0,07175;0,111;0,08675;0,0555;0,048;null;0,05575;0,0635;0,06375;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Хмельницький;4942690;Дiоксид сiрки;0,01775;0,0178125;null;0,016175;0,0172375;0,01975;0,0199;0,0201625;0,018675;null;0,0189625;0,0182125;0,0161375;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Хмельницький;4942690;Сульфати;0,008625;0,007675;null;0,008425;0,0081;0,0083;0,00785;0,0069;0,006175;null;0,0067;0,005875;0,006275;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Хмельницький;4942690;Оксид вуглецю;1,4925;1,555;null;1,7575;1,875;2,4125;2,875;2,0075;1,49;null;1,83;1,72;1,75;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Хмельницький;4942690;Дiоксид азоту;0,031025;0,0361875;null;0,0258125;0,040925;0,0445;0,043225;0,0445625;0,032375;null;0,0291375;0,033825;0,04;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Хмельницький;4942690;Оксид азоту;0,025425;0,0196125;null;0,021875;0,02545;0,038925;0,05715;0,034575;0,02345;null;0,0209625;0,028775;0,0335875;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Хмельницький;4942690;Фенол;0,001183333;0,0012;null;0,001266667;0,001683333;0,001766667;0,001983333;0,001566667;0,001283333;null;0,001716667;0,000816667;0,00115;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Хмельницький;4942690;Хлористий водень;0,064925;0,047925;null;0,0421;0,0815;0,095325;0,059725;0,046475;0,047525;null;0,048975;0,04905;0,0367;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Хмельницький;4942690;Амiак;0,00535;0,006875;null;0,009075;0,00905;0,009725;0,008725;0,0059;0,00615;null;0,0069;0,0069;0,006625;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Хмельницький;4942690;Формальдегiд;0,001033333;0,001383333;null;0,001966667;0,00185;0,001566667;0,0012;0,001183333;0,001583333;null;0,0018;0,001066667;0,00105;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
Херсон;4673270;Завислі речовини;0;null;null;0,1;0,033333333;0;0,1;0,025;null;null;null;0;0;0;0;null;null;0;0,075;0;0,05;0,075;null;null;0;0,025;0,05;0,05;0,1;null
Херсон;4673270;Дiоксид сiрки;0;null;null;0,001166667;0;0;0,001375;0,001875;null;null;null;0,003;0,00275;0,005625;0,002375;null;null;0,0145;0,004625;0,002625;0,005875;0,008;null;null;0,0095;0,019875;0,008625;0,0045;0,00075;null
Херсон;4673270;Сульфати;0,005;null;null;0,005;0;0;0;0,005;null;null;null;0;0;0;0;null;null;0,005;0,01;0,005;0,005;0,005;null;null;0,005;0;0;0;0;null
Херсон;4673270;Оксид вуглецю;0,201666667;null;null;0,183333333;0,168333333;0,166666667;0,258333333;0,38;null;null;null;0,205;0,208333333;0,195;0,281666667;null;null;0,285;0,615;0,235;0,333333333;0,363333333;null;null;0,326666667;0,221666667;0,251666667;0,261666667;0,348333333;null
Херсон;4673270;Дiоксид азоту;0,20625;null;null;0,155;0,2225;0,2075;0,155;0,23375;null;null;null;0,183333333;0,19;0,18;0,20125;null;null;0,233333333;0,2075;0,27;0,21375;0,2525;null;null;0,17;0,21125;0,215;0,2675;0,1425;null
Херсон;4673270;Оксид азоту;0,0875;null;null;0,053333333;0,06;0,095;0,1075;0,14;null;null;null;0,133333333;0,165;0,1625;0,125;null;null;0,066666667;0,1125;0,155;0,11;0,1475;null;null;0,136666667;0,1275;0,155;0,1325;0,075;null
Херсон;4673270;Фенол;0,00225;null;null;0,0005;0;0,000625;0,000375;0,0025;null;null;null;0,000666667;0,00025;0,0005;0,002375;null;null;0,001166667;0,0015;0,003875;0,003;0,002;null;null;0,003166667;0,003;0,004875;0,001875;0,001875;null
Херсон;4673270;Формальдегiд;0;null;null;0;0,00275;0,00125;0,0015;0;null;null;null;0;0;0;0;null;null;0;0;0;0;0;null;null;0;0;0;0;0,003;null
Черкаси;4933200;Завислі речовини;0,15;0,275;null;0,35;0,2;0,15;0,1;0,05;0,05;null;0;0,05;0,05;0;0,05;0,033333333;null;0,1;0,1;0,15;0;0,05;0,05;null;0,1;0,1;0,05;0,05;0,05;0
Черкаси;4933200;Дiоксид сiрки;0,0195;0,020666667;null;0,022;0,020666667;0,018166667;0,017;0,022666667;0,019;null;0,0208;0,020833333;0,017166667;0,019666667;0,02;0,0201;null;0,02025;0,0181;0,0227;0,0197;0,0204;0,0221;null;0,020666667;0,01875;0,019375;0,0305;0,029571429;0,0215
Черкаси;4933200;Сульфати;0,01;0,01;null;0,01;0,015;0,01;0,01;0,015;0,01;null;0,01;0,01;0,01;0,01;0,01;0,01;null;0,01;0,01;0,01;0,01;0,01;0,01;null;null;null;null;null;null;null
Черкаси;4933200;Оксид вуглецю;1;1;null;1;1;1;1,75;1,25;1;null;1;1,75;2,5;1,75;1,166666667;1,5;null;1,833333333;1,5;1,333333333;1;1;1,166666667;null;1;1;1,75;3,5;2,25;2
Черкаси;4933200;Дiоксид азоту;0,02375;0,03;null;0,03;0,03;0,0325;0,03125;0,02875;0,0275;null;0,023333333;0,02625;0,03;0,0275;0,030909091;0,030833333;null;0,033333333;0,034166667;0,035;0,029166667;0,0325;0,034166667;null;0,023333333;0,03125;0,03375;0,045;0,035714286;0,03125
Черкаси;4933200;Оксид азоту;null;null;null;null;null;null;null;null;null;null;null;null;null;null;0,026666667;0,025;null;0,026666667;0,05;0,0275;0,035;0,0275;0,025;null;0,023333333;0,0275;0,025;0,0325;0,0225;0,025
Черкаси;4933200;Сiрководень;0,00225;0,002;null;0,001833333;0,001625;0,002;0,00275;0,002375;0,001875;null;0,0015;0,001875;0,001875;0,00175;0,002181818;0,001583333;null;0,002;0,001916667;0,00175;0,001833333;0,002;0,001833333;null;0,001666667;0,00175;0,002;0,00275;0,002571429;0,00225
Черкаси;4933200;Амiак;0,0375;0,04375;null;0,033333333;0,04;0,05;0,04875;0,055;0,0525;null;0,043333333;0,045;0,0475;0,03625;0,040909091;0,035;null;0,031111111;0,04;0,040833333;0,028333333;0,039166667;0,040833333;null;0,04;0,05375;0,04375;0,06875;0,061428571;0,0425
Черкаси;4933200;Формальдегiд;0,009;0,0095;null;0,006666667;0,00725;0,0065;0,00775;0,00675;0,004;null;0,009666667;0,0155;0,01125;0,00925;0,0065;0,0115;null;0,005;0,01025;0,00675;0,0045;0,0085;0,00625;null;0,007333333;0,00925;0,006;0,01725;0,009333333;0,01325
Чернівці;4832590;Завислі речовини;0,016666667;0;null;0;0,05;0,05;0,05;0,05;0;null;0,05;0,033333333;0,05;0,05;0,066666667;0,083333333;null;0,066666667;0,016666667;0,016666667;0,033333333;0,016666667;0,033333333;null;0,066666667;0,05;0,066666667;0,033333333;0,033333333;0,033333333
Чернівці;4832590;Дiоксид сiрки;0,001616667;0,000716667;null;0,000991667;0,0018;0,003158333;0,002591667;0,00195;0;null;0,001933333;0,003325;0,00165;0,0014;0,0017;0;null;0,000283333;0,0023;0,002166667;0,002583333;0,001566667;0,000566667;null;0,000675;0,001816667;0,002633333;0,002508333;0,002383333;0,002625
Чернівці;4832590;Оксид вуглецю;0,9;0,5;0,5;0,3;0,9;1,1;1,2;0,6;0,1;0;0,3;0,1;0,4;0,2;0,3;0,5;0;0,6;0,333333333;0,2;0,2;0,1;0,2;0;0,2;0,2;0,3;0,3;0,4;0,1
Чернівці;4832590;Дiоксид азоту;0,02125625;0,0124;0,017875;0,0205;0,0203875;0,03316875;0,029775;0,03261875;0,01205;0,0143;0,017675;0,01219375;0,019025;0,01796875;0,01655625;0,02095;0,028825;0,028525;0,01656;0,01260625;0,00505;0,01840625;0,0166;0,0196;0,0219625;0,00644375;0,010425;0,00949375;0,01235625;0,00505
Чернівці;4832590;Оксид азоту;0,005175;0,0036125;0,0155;0,004175;0,020625;0,028775;0,037375;0,0101625;0,0014875;0,009075;0,0034875;0,0026875;0,0052125;0,002675;0,0022875;0,0116125;0,030725;0,014075;0,004671429;0,002125;0,0015625;0,00565;0,00465;0,0037;0,0041875;0,0044875;0,0164375;0,0105875;0,0053625;0,00385
Чернівці;4832590;Фенол;0;0,0015;null;0,000225;0,001875;0,00125;0,000375;0,00015;0;null;0,000575;0,000675;0,00155;0,00075;0;0,001275;null;0,00075;0,0008;0,00015;0,000625;0,001125;0,0001;null;0,001125;0,000925;0,000325;0,00085;0,000175;0
Чернівці;4832590;Фтористий водень;0,000225;0,00065;null;0,0005125;0,0000625;0,0003125;0,00025;0,0008375;0,0024;null;0;0,001;0,0013875;0,00075;0;0,001175;null;0;0,00045;0;0,000425;0;0,000575;null;0,0008125;0;0,0006375;0,0005125;0;0,000375
Чернівці;4832590;Хлористий водень;0,046525;0,089525;null;0,08305;0,07695;0,054325;0,04175;0,00595;0,006025;null;0,021325;0,065225;0,0335;0,10545;0,050775;0,06;null;0,024425;0,139375;0,120575;0,02355;0,108075;0,0523;null;0,031975;0,105725;0,031975;0,17095;0,04615;0,15075
Чернівці;4832590;Формальдегiд;0,000175;0,00045;null;0,0006125;0,0006;0,0019625;0,0018;0,001525;0,000775;null;0,0013875;0,0025;0,0017125;0,0009625;0,001325;0;null;0,0014125;0,0019375;0,0031625;0,0022375;0,000175;0;null;0,000075;0,000175;0,0004125;0,0008625;0,00035;0
Ізмаїл;4542880;Завислі речовини;0,05;0,05;null;0,1;0,05;0,05;0,05;0,065000153;0,07;null;0,085;0,07;0,03;0,05;0,05;0,1;null;0,1;0,05;0,115;0,145;0,115000153;0,13;null;0,065000153;0,03;0,05;0,07;0,05;0,05
Ізмаїл;4542880;Дiоксид сiрки;0,029275;0,020275008;null;0,024666713;0,019325006;0,032675046;0,01830002;0,02365;0,02625004;null;0,030566667;0,022875;0,020675;0,027675031;0,0265;0,01655;null;0,030733333;0,019125055;0,0418;0,018550003;0,0263;0,028100003;null;0,042866667;0,026;0,023025015;0,02422506;0,01850006;0,038575
Ізмаїл;4542880;Сульфати;0;0,01;null;0,01;0;0,005;0,01;0,005;0,01;null;0,01;0,005;0;0,005;0,005;0,01;null;0,01;0;0,01;0,015;0,015;0,015;null;0,005;0;0,005;0,005;0,005;0,005
Ізмаїл;4542880;Оксид вуглецю;0,46;0,280000305;null;0,785001526;0,65;0,72500061;0,54;0,57;0,54000061;null;0,75;0,66;0,53;0,265;0,885;0,625;null;0,52;0,78;0,535001221;0,825;0,63;0,590000305;null;0,665;0,560001526;0,505;0,745;0,730001221;0,910001221
Ізмаїл;4542880;Дiоксид азоту;0,056675;0,070050061;null;0,069433374;0,055350079;0,067950061;0,036650079;0,057975061;0,045275;null;0,049500094;0,065200079;0,066375;0,060275079;0,054300079;0,059375;null;0,071266789;0,062650119;0,057650101;0,05330005;0,06907514;0,060400031;null;0,083233439;0,05945011;0,068575031;0,04130002;0,059875;0,074825
Ізмаїл;4542880;Сiрководень;0,001025;0,001825;null;0,001733335;0,000675001;0,001975002;0,000625001;0,001775;0,001375;null;0,0019;0,001575;0,001025001;0,001575;0,001075;0,000825;null;0,002166672;0,001225;0,00175;0,001750003;0,000975001;0,00135;null;0,002466669;0,00095;0,001;0,001825;0,000875002;0,001875001
Ізмаїл;4542880;Формальдегiд;0,0021;0,000700002;null;0,00105;0,00065;0,002700003;0,00105;0,00035;0,002;null;0,002;0,002;0,001350003;0,001;0,0007;0,00135;null;0,00235;0;0,00205;0,0007;0,0021;0,0014;null;0,0033;0,0013;0,002;0;0,003100003;0,00375
Біла Церква;4983020;Завислі речовини;0,07125;0,05275;null;0,052;0,0585;0,07675;0,05925;0,07625;0,076;null;0,06775;0,05925;0,051;0,068;0,051;0,0515;null;0,08625;0,06875;0,06225;0,0605;0,0515;0,0685;null;0,08175;0,0495;0,05825;0,05075;0,0755;0,07525
Біла Церква;4983020;Дiоксид сiрки;0,0319625;0,0322125;null;0,03275;0,0333625;0,0389875;0,0369125;0,03405;0,0392875;null;0,028;0,03265;0,0284375;0,038625;0,0273125;0,033675;null;0,034925;0,03645;0,040575;0,0346;0,0417375;0,0281875;null;0,0412;0,031825;0,0418875;0,0378625;0,0376;0,0291125
Біла Церква;4983020;Оксид вуглецю;0,875;0,85;null;0,4;0,425;0,6;0,525;0,5;0,475;null;0,675;1;0,95;0,95;0,65;0,925;null;1,025;0,95;1;1;0,875;1,1;null;1,175;1,55;1,275;1,5;1,4;1,8
Біла Церква;4983020;Дiоксид азоту;0,0838375;0,0920125;null;0,0914;0,1052125;0,0893625;0,088625;0,075175;0,086375;null;0,0913875;0,1102875;0,0732125;0,095125;0,080675;0,0833625;null;0,0865375;0,0842625;0,0994875;0,0723125;0,0787125;0,0808;null;0,0816;0,1043375;0,08375;0,0937625;0,08495;0,10105
Олександрія;4843230;Завислі речовини;0,35;0,3;null;0,25;0,2;0,25;0,35;0,2;0,3;null;0,3;0,2;0,35;0,2;0,35;0,25;null;0,25;0,15;0,2;0,45;0,4;0,3;null;0,2;0,25;0,25;0,4;0,15;0,1
Олександрія;4843230;Дiоксид сiрки;0,020675;0,023475;null;0,0145;0,0159;0,02505;0,020725;0,016725;0,02265;null;0,013733333;0,0146;0,0261;0,01635;0,0264;0,023475;null;0,016666667;0,015575;0,02605;0,01675;0,01835;0,02605;null;0,019066667;0,018;0,0164;0,022;0,0184;0,022975
Олександрія;4843230;Сульфати;0,005;0,005;null;0,01;0,005;0,005;0,01;0,01;0,005;null;0,01;0,005;0,015;0,01;0,01;0,02;null;0,005;0,005;0,005;0,005;0,01;0;null;0,005;0,01;0,005;0,015;0,005;0,005
Олександрія;4843230;Дiоксид азоту;0,031275;0,034725;null;0,023166667;0,029675;0,02395;0,036025;0,02225;0,03995;null;0,023533333;0,02095;0,02615;0,033175;0,0344;0,0183;null;0,0286;0,02005;0,024675;0,03685;0,02225;0,039375;null;0,023566667;0,01895;0,03565;0,02875;0,025225;0,0285
Олександрія;4843230;Сажа;0,045;0,09;null;0,045;0,035;0,045;0,055;0,04;0,065;null;0,035;0,035;0,03;0,04;0,04;0,04;null;0,115;0,05;0,035;0,04;0,035;0,055;null;0,035;0,05;0,09;0,035;0,06;0,05
Горішні Плавні;4903360;Завислі речовини;0,13;0,05;null;0,105;0,2;0,075;0,125;0,225;0,1;null;0,125;0,125;0,175;0,075;0,18;0,075;null;0,125;0,1;0,13;0,08;0,075;0,08;null;0,075;0,125;0,075;0,125;0,175;0,1
Горішні Плавні;4903360;Дiоксид сiрки;0,0069;0,00345;null;0,0034;0,00515;0,005825;0,006075;0,00545;0,00785;null;0,00755;0,007825;0,00725;0,0064;0,00825;0,009675;null;0,0074;0,006125;0,004675;0,0067;0,007325;0,005925;null;0,006325;0,0073;0,0052;0,00335;0,0069;0,004475
Горішні Плавні;4903360;Оксид вуглецю;0,15;0,2;null;0,2;0,1;0,2;0,2;0,25;0,15;null;0,1;0,1;0,15;0,2;0,2;0,2;null;0,15;0,25;0,2;0,15;0,15;0,25;null;0,1;0,15;0,2;0,25;0,3;0,3
Горішні Плавні;4903360;Дiоксид азоту;0,030025;0,012675;null;0,011125;0,0175;0,02195;0,0267;0,0242;0,030325;null;0,04345;0,042775;0,0495;0,038875;0,045675;0,053925;null;0,035175;0,028775;0,02625;0,03585;0,03605;0,03245;null;0,032575;0,04255;0,023175;0,024775;0,039425;0,026125
Горішні Плавні;4903360;Фенол;0,0005;0;null;0,0005;0,00085;0,0023;0,0021;0,0001;0,0015;null;0;0,0004;0,0017;0,0005;0,0009;0,00145;null;0,0005;0;0,0001;0,0017;0,0003;0;null;0,0009;0,0001;0,001;0,0006;0,00065;0,00055
Горішні Плавні;4903360;Сажа;0,0026;0,00785;null;0;0,00505;0,01015;0,0076;0,0025;0;null;0;0,005;0,00755;0;0,0051;0;null;0;0,00765;0,0078;0,0027;0;0,00265;null;0,005;0,00255;0;0,00505;0,00745;0,0074
Горішні Плавні;4903360;Хлористий водень;0,003366667;0,0036;null;0;0;0;0,0036;0;0,006366667;null;0,003233333;0,004066667;0;0,0041;0;0,004;null;0,003133333;0,005533333;0;0;0,003333333;0,0034;null;0,003233333;0,0028;0;0;0,0043;0
Горішні Плавні;4903360;Амiак;0,0033;0;null;0,00245;0,00515;0,00245;0,00605;0,00455;0,00135;null;0,0021;0,0078;0,008;0,00335;0,0087;0,00315;null;0,0043;0,00305;0;0,00795;0,00705;0,00385;null;0;0,00515;0,0032;0,00245;0,006;0
Бровари;5053080;Завислі речовини;0,053;0,053;null;0,0515;0,0505;0,051;0,068;0,051;0,051;null;0,034;0,068;0,051;0,051;0,034;0,0685;null;0,0525;0,0515;0,071;0,0515;0,068;0,0515;null;0,049;0,0665;0,0495;0,0675;0,067;0,05
Бровари;5053080;Дiоксид сiрки;0,039575;0,03645;null;0,043225;0,0373;0,039875;0,04765;0,041725;0,038875;null;0,03435;0,033375;0,0355;0,039425;0,035625;0,047125;null;0,043375;0,034225;0,04155;0,040175;0,042975;0,035325;null;0,031;0,0389;0,0428;0,02925;0,0377;0,034125
Бровари;5053080;Оксид вуглецю;0,6;0,6;null;0,6;0,55;0,5;0,6;0,6;0,6;null;0,55;0,6;0,5;0,55;0,55;0,55;null;0,6;0,6;0,55;0,55;0,6;0,55;null;0,55;0,6;0,6;0,5;0,6;0,7
Бровари;5053080;Дiоксид азоту;0,081275;0,068375;null;0,0803;0,073825;0,079775;0,086025;0,07775;0,073825;null;0,068225;0,06795;0,067225;0,076075;0,068625;0,09145;null;0,08065;0,067125;0,07935;0,064875;0,079975;0,067725;null;0,068575;0,0789;0,085125;0,058325;0,07425;0,063575
Обухів;5013060;Завислі речовини;0,0695;0,069;null;0,0515;0,0335;0,0685;0,0855;0,119;0,051;null;0,0845;0,034;0,068;0,051;0,0515;0,086;null;0,1215;0,0685;0,107;0,0345;0,085;0,034;null;0,0665;0,0495;0,066;0,034;0,067;0,084
Обухів;5013060;Дiоксид сiрки;0,0342;0,04045;null;0,034925;0,035725;0,036125;0,038075;0,03845;0,030225;null;0,030875;0,0412;0,0365;0,034525;0,035325;0,040425;null;0,044525;0,04195;0,047025;0,049975;0,042575;0,048575;null;0,043075;0,048075;0,0445;0,0439;0,039666667;0,047775
Обухів;5013060;Оксид вуглецю;0,2;0,25;null;0,15;0,3;0,35;0,2;0,45;0,3;null;0,25;0,3;0,35;0,25;0,3;0,2;null;0,15;0,3;0,15;0,25;0,3;0,3;null;0,35;0,3;0,45;0,35;0,3;0,3
Обухів;5013060;Дiоксид азоту;0,062825;0,06535;null;0,05085;0,04585;0,0628;0,07095;0,065325;0,07915;null;0,056525;0,0584;0,058;0,061525;0,05905;0,06075;null;0,06125;0,0579;0,0643;0,05225;0,054375;0,05995;null;0,055375;0,0566;0,04975;0,0573;0,0514;0,049375
Українка;5023080;Завислі речовини;0,07;0,069;null;0,069;0,0505;0,051;0,05;0,0675;0,0505;null;0,05;0,0495;0,067;0,051;0,068;0,034;null;0,052;0,052;0,0515;0,069;0,052;0,051;null;0,049;0,0655;0,033;0,033;0,067;0,066
Українка;5023081;Дiоксид сiрки;0,030775;0,03195;null;0,033575;0,038725;0,0402;0,0458;0,047;0,04225;null;0,033025;0,03825;0,0339;0,045175;0,047775;0,0365;null;0,047675;0,061775;0,047075;0,046125;0,038525;0,040525;null;0,042825;0,046175;0,0397;0,040866667;0,033066667;0,0603
Українка;5023082;Оксид вуглецю;1,295;1,045;null;0,91;1,16;0,995;1,61;1,355;1,09;null;0,77;0,875;0,8;1,22;0,795;0,68;null;0,895;0,825;0,71;0,545;0,705;1,105;null;1,175;0,965;0,735;0,76;0,43;1,205
Українка;5023083;Дiоксид азоту;0,066325;0,06365;null;0,074075;0,08045;0,071575;0,08415;0,0849;0,0761;null;0,0679;0,075625;0,0741;0,081425;0,0874;0,083275;null;0,082;0,116425;0,090625;0,084275;0,0847;0,08675;null;0,08425;0,08365;0,08065;0,063;0,067333333;0,0744
Житомир;5022870;Завислі речовини;0,071;0,097;null;0,07825;0,085;0,086;0,07725;0,0765;0,0765;null;0,0765;0,0845;0,0765;0,077;0,086;0,07725;null;0,0785;0,0865;0,0805;0,1055;0,079;0,086;null;0,0835;0,067;0,09275;0,077;0,0765;0,067
Житомир;5022871;Дiоксид сiрки;0,0368375;0,036825;null;0,036675;0,036725;0,0389;0,0364875;0,036125;0,037025;null;0,03515;0,0374625;0,03595;0,034925;0,0375625;0,0362375;null;0,036625;0,0365375;0,0411;0,038625;0,0366375;0,039675;null;0,0362375;0,039575;0,0343625;0,0342;0,038225;0,035575
Житомир;5022872;Оксид вуглецю;0,49;0,4675;null;0,4725;0,6025;0,6425;0,91;0,58;0,705;null;0,545;0,2325;0,5125;0,6;0,6575;0,5275;null;0,5425;0,6675;0,4725;0,525;0,6125;0,565;null;0,64;0,68;0,66;0,5225;0,6075;0,695
Житомир;5022873;Дiоксид азоту;0,0975625;0,1021125;null;0,09605;0,0955625;0,0954875;0,100775;0,1031875;0,09795;null;0,10185;0,091025;0,0972875;0,088675;0,098125;0,0912875;null;0,108525;0,1013125;0,104875;0,1053375;0,09325;0,1026125;null;0,0962;0,1033625;0,100075;0,0956;0,1017875;0,0981375
Чернігів;5143130;Завислі речовини;0,119;0,11775;null;0,11625;0,10025;0,08975;0,08925;0,08925;0,114;null;0,088;0,1135;0,126;0,1015;0,102;0,11475;null;0,1285;0,077;0,12;0,0915;0,1015;0,07725;null;0,10175;0,10075;0,07375;0,113;0,11325;0,075
Чернігів;5143131;Дiоксид сiрки;0,03275;0,0355;null;0,0321375;0,03945;0,0372875;0,0425625;0,041175;0,0412625;null;0,0352125;0,0404875;0,0457125;0,039675;0,0423;0,036075;null;0,0319125;0,0433625;0,0435125;0,036775;0,0420875;0,0473875;null;0,0420375;0,0396125;null;null;null;null
Чернігів;5143132;Оксид вуглецю;0,33;0,365;null;0,3375;0,3475;0,3975;0,3675;0,395;0,4025;null;0,3925;0,3725;0,305;0,2675;0,315;0,3025;null;0,3775;0,3625;0,375;0,33;0,39;0,4;null;0,32;0,355;0,3775;0,42;0,4225;0,455
Чернігів;5143133;Дiоксид азоту;0,0596375;0,072775;null;0,08365;0,0621625;0,0676375;0,0809375;0,0832625;0,06815;null;0,0692625;0,0587625;0,056825;0,076575;0,08445;0,08285;null;0,088125;0,0863;0,083825;0,0728125;0,0603375;0,0652625;null;0,0767;0,0863375;null;null;null;null
