city;coordinateNumber;nameImpurity;1February;2February;3February;5February;6February;7February;8February;9February;10February;11February;12February;13February;14February;15February;16February;17February;19February;20February;21February;22February;23February;24February;26February;27February;28February;29February
Кропивницький;4853220;Дiоксид сiрки;0,015083333;0,019008333;0,0196;0,017522222;0,01515;0,019275;0,0154;0,018966667;0,020108333;null;0,017933333;0,023483333;0,015925;0,014308333;0,017091667;0,016775;0,019577778;0,015708333;0,0216;0,021258333;0,017258333;0,020591667;0,014133333;0,014225;0,020133333;0,016683333
Кропивницький;4853220;Сульфати;0,005;0;0,01;0,005;0,01;0,005;0,005;0,005;0;null;0,005;0;0,01;0;0,005;0,01;0;0,01;0,005;0,01;0,01;0,005;0,01;0,005;0;0,005
Кропивницький;4853220;Оксид вуглецю;1,666666667;1,5;1,833333333;1,666666667;1,666666667;1,666666667;2,166666667;2,166666667;2,666666667;null;2,833333333;2,333333333;3;2,833333333;2,333333333;2,166666667;2,333333333;1,666666667;1,666666667;2;2,166666667;2,5;1,666666667;1,833333333;1,333333333;1,666666667
Кропивницький;4853220;Дiоксид азоту;0,045333333;0,025933333;0,042725;0,033255556;0,028275;0,032291667;0,026233333;0,029066667;0,030516667;null;0,031533333;0,031008333;0,030908333;0,02635;0,026833333;0,030591667;0,026622222;0,033433333;0,026033333;0,024;0,03035;0,033258333;0,030822222;0,031891667;0,025016667;0,026091667
Кропивницький;4853220;Оксид азоту;0,031675;0,011625;0,02205;0,0196;0,02255;0,015675;0,018225;0,0189;0,021375;null;0,013966667;0,02285;0,0193;0,018325;0,015425;0,0193;0,016066667;0,020875;0,01755;0,011725;0,019675;0,0138;0,015133333;0,020275;0,0164;0,014075
Кропивницький;4853220;Сажа;0,028333333;0,016666667;0,036666667;0,031666667;0,02;0,021666667;0,025;0,015;0,025;null;0,013333333;0,025;0,036666667;0,03;0,028333333;0,031666667;0,018333333;0,045;0,036666667;0,033333333;0,023333333;0,035;0,026666667;0,031666667;0,033333333;0,031666667
Кропивницький;4853220;Формальдегiд;0,003466667;0,003233333;0,003033333;0,003333333;0,003066667;0,0039;0,0038;0,004333333;0,002033333;null;0,006766667;0,003666667;0,004366667;0,004;0,0027;0,003;0,003;0,002266667;0,004533333;0,001266667;0,0043;0,002266667;0,003;0,003533333;0,0033;0,002533333
Світловодськ;4903340;Завислі речовини;0,05;0,1;0;0,05;0,15;0,15;0,1;0,05;0;null;0,05;0,05;0,05;0,05;0,05;0;0,15;0,05;0,05;0,1;0,05;0,1;null;0;0,1;0,1
Світловодськ;4903340;Дiоксид сiрки;0,022566667;0,010266667;0,0144;0,0167;0,004166667;0,0085;0,0124;0,0145;0,014466667;null;0,0299;0,014766667;0,051266667;0,016366667;0,008166667;0,008066667;0,018266667;0,014166667;0,0163;0,0187;0,031066667;0,0083;null;0,016366667;0,010266667;0,016533333
Світловодськ;4903340;Сульфати;0;0,005;0,01;0,005;0,01;0,01;0,01;0;0,005;null;0;0,005;0,005;0;0,01;0,005;0;0,01;0,01;0,005;0,01;0;null;0,01;0,01;0,005
Світловодськ;4903340;Оксид вуглецю;1;1;1;1;1;1;1;1;1,5;null;2;1;1;1;1;1;1;1;1;1;1;1;null;1,5;1,5;1
Світловодськ;4903340;Дiоксид азоту;0,0339;0,010166667;0,013566667;0,024066667;0,0239;0,020966667;0,037566667;0,017066667;0,027233333;null;0,045566667;0,0383;0,0542;0,0439;0,013466667;0,023266667;0,073633333;0,0467;0,053866667;0,047866667;0,0341;0,027433333;null;0,0507;0,0374;0,0408
Світловодськ;4903340;Оксид азоту;0,024366667;0,019866667;0,0133;0,015733333;0,0223;0,029733333;0,0201;0,026766667;0,033366667;null;0,022933333;0,022733333;0,0487;0,0331;0,011;0,0131;0,048033333;0,047933333;0,0264;0,008966667;0,0155;0,020133333;null;0,037566667;0,031;0,031166667
Світловодськ;4903340;Формальдегiд;0,002166667;0,002133333;0,002133333;0,0033;0,0022;0;0,0011;0,002166667;0;null;0,002266667;0,005533333;0;0,002133333;0,002133333;0,006366667;0,002133333;0,004233333;0;0,0011;0,002166667;0,0011;null;0,002133333;0,001066667;0
Львів;4982410;Завислі речовини;0,16125;0,15625;0,145;0,14125;0,1475;0,1575;0,13875;0,1475;0,1475;null;0,1675;0,15875;0,15875;0,15625;0,15125;0,15875;0,16;0,14875;0,1525;0,16125;0,15625;0,16;0,16625;0,1625;0,15875;0,1625
Львів;4982410;Дiоксид сiрки;0,0062125;0,00571875;0,00578125;0,0061125;0,0078375;0,00871875;0,007325;0,00600625;0,00564375;null;0,00569375;0,004825;0,0043125;0,0049375;0,0047;0,0052375;0,00426875;0,00381875;0,0042875;0,00465625;0,00529375;0,0051625;0,0037125;0,00415625;0,00405625;0,00444375
Львів;4982410;Оксид вуглецю;1,8125;1,6625;1,525;1,4625;1,625;1,775;1,4125;1,4875;1,5125;null;1,95;1,8375;1,8125;1,775;1,7375;1,8375;1,825;1,6125;1,6375;1,8375;1,8375;1,8625;1,925;1,8875;1,8125;1,9
Львів;4982410;Дiоксид азоту;0,0400625;0,039175;0,04429375;0,0394125;0,044375;0,04831875;0,0387;0,03758125;0,04460625;null;0,0403125;0,03975625;0,03988125;0,04123125;0,04174375;0,0415;0,0385;0,0395375;0,0429125;0,04125;0,04311875;0,04335;0,04200625;0,042225;0,04;0,0401625
Львів;4982410;Оксид азоту;0,02585;0,025725;0,02865;0,02475;0,0232375;0,031825;0,022725;0,0240375;0,0306;null;0,0256125;0,025725;0,024825;0,0291875;0,0268;0,0278125;0,024875;0,0272875;0,027325;0,0292125;0,0278375;0,0299875;0,02505;0,0273125;0,02825;0,0275625
Львів;4982410;Фтористий водень;0,00278125;0,00275;0,0029;0,003175;0,00455625;0,00391875;0,00333125;0,00346875;0,003275;null;0,00326875;0,0034;0,00305;0,0036875;0,00339375;0,0031875;0,0035375;0,003675;0,00335625;0,0036625;0,00364375;0,003375;0,0041;0,003375;0,00364375;0,003125
Львів;4982410;Формальдегiд;0,00759375;0,007725;0,00804375;0,00904375;0,0096375;0,010225;0,0092125;0,0088125;0,0095625;null;0,00928125;0,0090375;0,00798125;0,0086875;0,0084375;0,0090375;0,00888125;0,00986875;0,008675;0,009275;0,0091125;0,00985;0,00884375;0,00966875;0,009125;0,00991875
Миколаїв;4703200;Завислі речовини;0,1;0,1;0,1;0,1;0,1;0,075;0,1;0,075;0,1;null;0,075;0,0875;0,1125;0,1125;0,075;0,0875;0,1;0,1;0,0625;0,075;0,0625;0,05;0,0875;0,0875;0,1;0,1
Миколаїв;4703200;Дiоксид сiрки;0,0043625;0,004175;0,0071;0,0042125;0,005325;0,0073125;0,0096875;0,0100875;0,0096875;null;0,0066;0,0048375;0,0067875;0,005275;0,0067625;0,0041875;0,00315;0,0013;0,0045875;0,0077625;0,007475;0,0071875;0,0045125;0,0011;0,0021625;0,0043625
Миколаїв;4703200;Оксид вуглецю;1,875;2,25;1,625;1,625;2;2,125;1,75;2;1,875;null;1,875;2,125;2,25;2;1,75;1,375;1,625;1,375;1,375;1,5;1,75;1,375;1,875;1,75;1,75;1,625
Миколаїв;4703200;Дiоксид азоту;0,02485625;0,01370625;0,0268875;0,033725;0,0684625;0,0519375;0,03154375;0,0113;0,02115625;null;0,03045;0,0513125;0,0339625;0,0369;0,02393125;0,02169375;0,026575;0,038725;0,01941875;0,0152375;0,01398125;0,008875;0,017625;0,03453125;0,023475;0,01485625
Миколаїв;4703200;Оксид азоту;0,010925;0,0034;0,008;0,02465;0,04195;0,019;0,003475;0,003475;0,008125;null;0,0126;0,026375;0,022425;0,017975;0,016;0,011925;0,0175;0,024625;0,012325;0,00575;0,0084;0,008825;0,0115;0,0148;0,009475;0,0049
Миколаїв;4703200;Фтористий водень;0,0032;0,0028375;0,0031;0,00115;0,00035;0,0004625;0,0014;0,000625;0,0006375;null;0,0011125;0,002125;0,002075;0,00295;0,002175;0,0013625;0,0017;0,002075;0,0021375;0,0041875;0,00355;0,0034125;0,002275;0,0011375;0,001025;0,0012375
Миколаїв;4703200;Формальдегiд;0,00730625;0,0043375;0,00599375;0,007525;0,0122125;0,01359375;0,0095375;0,014275;0,011525;null;0,01481875;0,01123125;0,009725;0,01176875;0,009575;0,011;0,01525625;0,0088125;0,01483125;0,01710625;0,0154625;0,014025;0,012925;0,0130875;0,00815625;0,00904375
Одеса;4643080;Завислі речовини;0,198928571;0,173071429;0,196785714;0,148642857;0,1985;0,218357143;0,196;0,218571429;0,220357143;null;0,223357143;0,195142857;0,213428571;0,142714286;0,210214286;0,148071429;0,200642857;0,201571429;0,239571429;0,1978;0,1727;0,1918;0,194;0,2021;0,2192;0,2121
Одеса;4643080;Дiоксид сiрки;0,034827273;0,038204545;0,038440909;0,039118182;0,039163636;0,043990909;0,043363636;0,040454545;0,042218182;null;0,043327273;0,036304545;0,039154545;0,035736364;0,038554545;0,04;0,036595455;0,038136364;0,039077273;0,040729412;0,042788235;0,044117647;0,040011765;0,038782353;0,039094118;0,036788235
Одеса;4643080;Сульфати;0,0205;0,018;0,0115;0,0175;0,015;0,019;0,02;0,0185;0,0155;null;0,015;0,018;0,0155;0,018;0,0195;0,015;0,0125;0,0135;0,0165;0,0205;0,0175;0,015;0,0185;0,022;0,023;0,0215
Одеса;4643080;Оксид вуглецю;1,65;1,72;1,7;1,6;1,85;1,93;2,09;1,9;1,92;null;2,16;1,9;1,84;2,03;2,01;1,7;1,76;1,73;1,95;1,916666667;1,633333333;1,966666667;2,016666667;1,783333333;1,75;2,066666667
Одеса;4643080;Дiоксид азоту;0,048709091;0,047281818;0,047027273;0,048304545;0,054345455;0,048786364;0,053827273;0,052572727;0,051804545;null;0,05215;0,046786364;0,0476;0,044540909;0,046054545;0,048813636;0,049422727;0,0458;0,048954545;0,047547059;0,050835294;0,051270588;0,050811765;0,049482353;0,046729412;0,050229412
Одеса;4643080;Оксид азоту;0,030775;0,04545;0,03575;0,03325;0,052825;0,045275;0,037525;0,040475;0,03695;null;0,036375;0,027525;0,039725;0,033875;0,04;0,0428;0,040175;0,027175;0,041775;null;null;null;null;null;null;null
Одеса;4643080;Сiрководень;0,0015375;0,001275;0,0020125;0,0015625;0,0011625;0,0011375;0,0013625;0,0015875;0,00145;null;0,001225;0,0027375;0,001825;0,00165;0,0014375;0,0015125;0,0014;0,00145;0,0023125;0,00145;0,001625;0,0016;0,0011;0,00095;0,000925;0,000875
Одеса;4643080;Фенол;0,003142857;0,003452381;0,003366667;0,003652381;0,00362381;0,003585714;0,00347619;0,003547619;0,003338095;null;0,003347619;0,003142857;0,00307619;0,003242857;0,002828571;0,003195238;0,00287619;0,003447619;0,003280952;0,004321429;0,003035714;0,003335714;0,003221429;0,003421429;0,003342857;0,003607143
Одеса;4643080;Сажа;0,07;0,062;0,056;0,048;0,054;0,07;0,047;0,052;0,049;null;0,078;0,064;0,065;0,048;0,051;0,051;0,059;0,057;0,0511;0,05375;0,04625;0,04375;0,0525;0,06375;0,0475;0,05375
Одеса;4643080;Фтористий водень;0,00325;0,00339;0,00265;0,00353;0,00348;0,00295;0,00411;0,00361;0,00278;null;0,00566;0,00625;0,00672;0,00487;0,00296;0,00362;0,00478;0,00452;0,0045;0,005766667;0,004016667;0,00465;0,003333333;0,004233333;0,003033333;0,0042
Одеса;4643080;Формальдегiд;0,008573333;0,00778;0,00708;0,00952;0,009366667;0,01148;0,008113333;0,007913333;0,006713333;null;0,009133333;0,00828;0,007653333;0,007713333;0,007246667;0,008186667;0,008366667;0,00738;0,00836;0,0066;0,004888889;0,006155556;0,006811111;0,009622222;0,008677778;0,0102
Полтава;4963460;Завислі речовини;0,125;0,1125;0,1;0,0375;0,0125;0,0625;0,075;0,0125;0,05;null;0,1125;0,15;0,125;0,075;0,075;0,075;0,1125;0,1125;0,05;0,0875;0,15;0,15;0,0875;0,15;0,1375;0,1375
Полтава;4963460;Дiоксид сiрки;0,0035625;0,0041875;0,004125;0,003666667;0,004375;0,0045;0,002875;0,003375;0,0035;null;0,003333333;0,006125;0,0056875;0,0040625;0,00425;0,0035;0,005083333;0,00375;0,002875;0,004;0,0030625;0,00375;0,004;0,0024375;0,0035625;0,0035
Полтава;4963460;Сульфати;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,005;null;0,015;0,01;0,01;0,01;0,005;0,005;0,01;0,005;0,01;0,005;0,01;0,01;0,01;0,01;0,01;0,01
Полтава;4963460;Оксид вуглецю;1,888888889;1,777777778;1,5;0,888888889;1,333333333;0,666666667;1,222222222;0,888888889;1,375;null;1,777777778;2,222222222;1,666666667;0,666666667;1,222222222;0,875;2;0,888888889;0,444888889;1,666666667;1,666666667;1;1,444444444;0,888888889;2,222222222;2,222222222
Полтава;4963460;Дiоксид азоту;0,023125;0,020625;0,0275;0,029166667;0,033125;0,030625;0,018125;0,02125;0,020625;null;0,0375;0,030625;0,041875;0,0275;0,020625;0,02875;0,0225;0,019375;0,02625;0,0175;0,029375;0,026875;0,030833333;0,0425;0,034375;0,036875
Полтава;4963460;Оксид азоту;0,0075;0,0125;0,0175;0,016666667;0,0175;0,02;0,01;0,015;0,015;null;0,016666667;0,0125;0,0275;0,0125;0,0175;0,0175;0,013333333;0,01;0,015;0,01;0,02;0,01;0,023333333;0,0225;0,025;0,025
Полтава;4963460;Фтористий водень;0,00075;0,002375;0,0015;0,002666667;0,001;0,002125;0,001625;0,001875;0,002375;null;0,001333333;0,003;0,003375;0,002625;0,00175;0,00175;0,001;0,001625;0,00075;0,002;0,00275;0,001375;0,002333333;0,003375;0,001375;0,00275
Полтава;4963460;Хлористий водень;0,015;0,01;0,02;0,02;0,025;0,01;0,02;0,01;0,02;null;0,026666667;0,025;0,03;0,025;0,025;0,01;0,02;0,015;0,015;0,015;0,02;0,025;0,02;0,035;0,03;0,015
Полтава;4963460;Амiак;0,0075;0,01;0,005;0,016666667;0,0075;0,0075;0,0075;0,0075;0,0075;null;0,013333333;0,0125;0,0175;0,01;0,01;0,005;0,01;0,01;0,0075;0,0125;0,0075;0,0125;0,006666667;0,0175;0,0175;0,0125
Полтава;4963460;Формальдегiд;0,003;0,0035;0,003583333;0,005;0,004833333;0,003583333;0,004333333;0,00575;0,00275;null;0,005;0,004916667;0,007083333;0,0035;0,004083333;0,004;0,003444444;0,002;0,005;0,004;0,00525;0,005;0,005;0,006166667;0,00325;0,0045
Кременчук;4813330;Завислі речовини;0,1975;0,1275;0,10125;0,11625;0,09125;0,1125;0,145;0,11125;0,09875;null;0,09125;0,14375;0,19625;0,08625;0,0975;0,12;0,125;0,2025;0,0825;0,0925;0,08875;0,10625;0,165;0,16875;0,13;0,21
Кременчук;4813330;Дiоксид сiрки;0,00938125;0,00829375;0,00596875;0,0061375;0,0085375;0,006625;0,00665;0,0064375;0,00665625;null;0,00730625;0,008225;0,00975;0,00790625;0,0077625;0,00663125;0,00763125;0,00776875;0,00614375;0,0055;0,0083625;0,00744375;0,00816875;0,00759375;0,009325;0,01110625
Кременчук;4813330;Сульфати;0;0,01;0,005;0,005;0,005;0,01;0,005;0,01;0,005;null;0,005;0,01;0,01;0,005;0;0,01;0;0,005;0,01;0,01;0,005;0;0,01;0,005;0,005;0,01
Кременчук;4813330;Оксид вуглецю;0,7125;0,425;0,5375;0,3625;0,5625;0,55;0,4125;0,425;0,4625;null;0,525;0,6875;0,875;0,4875;0,4625;0,4125;0,4625;0,475;0,375;0,375;0,35;0,325;0,3875;0,5625;0,475;0,9
Кременчук;4813330;Дiоксид азоту;0,03035625;0,02655;0,02115625;0,02004375;0,03185;0,0355375;0,038175;0,03048125;0,0292;null;0,04139375;0,05248125;0,0505875;0,03586875;0,0399875;0,0419375;0,03821875;0,0386375;0,03074375;0,03061875;0,0330625;0,0287;0,0337625;0,04054375;0,0433375;0,05106875
Кременчук;4813330;Оксид азоту;0,01915;0,01555;0,019275;0,015275;0,02525;0,02265;0,01785;0,0252;0,019475;null;0,038375;0,04255;0,039675;0,02305;0,0295;0,02955;0,022675;0,030775;0,02055;0,026875;0,029975;0,025775;0,02175;0,02125;0,0279;0,03715
Кременчук;4813330;Фенол;1,67E-05;0,000683333;0,000308333;0,000283333;0,000141667;0,000691667;0,000383333;0,001875;0,000925;null;0,000966667;0,000183333;0,000108333;0,000233333;6,67E-05;0,0007;0,000416667;0,001925;0,000658333;0,000808333;0,000516667;0,000491667;0,000533333;0,000533333;0,000216667;8,33E-05
Кременчук;4813330;Сажа;0,014025;0,011425;0,005125;0;0,003825;0,00395;0,00515;0,008925;0,0089;null;0,00395;0,014325;0,01935;0,0051;0,002525;0,003775;0,006225;0,003775;0,0025;0,00255;0,003825;0,00645;0,00885;0,015175;0,0152;0,022825
Кременчук;4813330;Амiак;0,005325;0,0032;0,004;0,002325;0,006325;0,007;0,0034;0,006175;0;null;0,006525;0,00595;0,006925;0,00395;0,003;0,003225;0,0045;0,00625;0,00395;0,003225;0,0066;0,0014;0,005075;0,006625;0,00735;0,00465
Кременчук;4813330;Формальдегiд;0,00376;0,0032;0,00336;0,00455;0,00302;0,00343;0,00357;0,00319;0,00291;null;0,00267;0,00257;0,00276;0,00156;0,00208;0,00404;0,00724;0,00527;0,005;0,00429;0,00394;0,00412;0,00397;0,00264;0,00256;0,00535
Рівне;5062620;Завислі речовини;0,12316;0,167075;0,05285;0,09516;0,302366667;0;0,0911;0,0397;0,09452;null;0,144983333;0,0176;0,115775;0,0514;0,03875;0;0,017;0;0,0522;0,104633333;0,106125;0,0397;0,119375;0,18345;0,038775;0,2142
Рівне;5062620;Дiоксид сiрки;0;0;0,001283333;0;0;0;0;0;0;null;0;0;0,000316667;0;0;0,0003375;0;0,00145;0;0;0;0;0,001583333;0,001975;0,00365;0,004016667
Рівне;5062620;Оксид вуглецю;0,956666667;0,783333333;0,718333333;0,833333333;0,915;0,455;0,751666667;1,2092;1,339916667;null;0,8985;0,569183333;0,765;0,673333333;0,995;0,75775;1,01;1,0275;1,02;1,1075;0,975;0,79;0,906666667;1,063333333;1,006666667;1,161666667
Рівне;5062620;Дiоксид азоту;0,0186;0,019858333;0,033983333;0,018558333;0,015783333;0,035875;0,024983333;0,014441667;0,012475;null;0,032966667;0,038341667;0,023308333;0,018316667;0,028875;0,010425;0,0281;0,023175;0,034125;0,016425;0,019718182;0,015991667;0,008908333;0,02115;0,0302;0,055958333
Рівне;5062620;Оксид азоту;0,015;0,01168;0,02451;0,013688889;0,00631;0,01491;0,02318;0,0295;0,01016;null;0,036311111;0,02016;0,01623;0,02193;0,031666667;0,025333333;0,02782;0,024966667;0,018133333;0,021333333;0,029955556;0,02653;0,0159;0,00484;0,01807;0,04063
Рівне;5062620;Сiрководень;0,0003375;0,0029625;0,005025;0,001642857;0,00045;0,001225;0,0015125;0,0009375;0;null;0;0;0,0012;0;0,000675;0;0,000866667;0,001225;0,000925;0,001025;0,0017;0,000725;0,000871429;0,0009875;0,005425;0,0039375
Рівне;5062620;Фенол;0,00033;0,00037;0,0035;0,00123;0;0,00028;0;0;0;null;0,00043;0,00027;0,00154;0,00101;0,001783333;0;0,00045;0;0,0013;0,001933333;0,001111111;0;0,00173;0,00034;0;0,00122
Рівне;5062620;Фтористий водень;0,0019375;0,0066125;0,002625;0,006871429;0,0066125;0,005525;0,00215;0,001625;0,0063625;null;0,002557143;0,0031;0,0025125;0,0099375;0,00765;0,008183333;0,00646;0,005883333;0,00165;0,001533333;0,001825;0,00295;0;0,0008125;0,001775;0,0004375
Рівне;5062620;Хлористий водень;0,1315125;0,12715;0,0697375;0,0745375;0,1269375;0,0228625;0,1016375;0,11165;0,0375875;null;0,058775;0;0,0139375;0,0169875;0;0,01075;0,010883333;0,01435;0,0341;0,072516667;0,0808125;0,092775;0,0496875;0,0206625;0,0637125;0,0423125
Рівне;5062620;Амiак;0;0;0;0;0;0;0;0;0;null;0;0;0;0;null;null;null;null;null;null;0;0;0;0;0;0
Рівне;5062620;Формальдегiд;0,0104625;0,0021125;0,001075;0,002685714;0,0029125;0,0006;0,0030125;0,002475;0;null;0,004385714;0,0036375;0,002871429;0;0;0,00385;0,00214;0,004;0,003483333;0,003383333;0,002075;0,00445;0,005671429;0,00515;0,006125;0,0136625
Суми;5093480;Завислі речовини;0,333333333;0,3;0,216666667;0,233333333;0,283333333;0,283333333;0,216666667;0,333333333;0,216666667;null;0,366666667;0,333333333;0,266666667;0,283333333;0,216666667;0,25;0,333333333;0,333333333;0,316666667;0,3;0,333333333;0,3;0,266666667;0,316666667;0,316666667;0,45
Суми;5093480;Дiоксид сiрки;0,04375;0,041583333;0,045166667;0,040555556;0,036666667;0,03375;0,039166667;0,029416667;0,024333333;null;0,039333333;0,044083333;0,034916667;0,038583333;0,035083333;0,03525;0,033222222;0,037166667;0,0325;0,038;0,03225;0,035666667;0,031333333;0,029333333;0,030333333;0,033166667
Суми;5093480;Сульфати;0,015;0,01;0,02;0,025;0,015;0,015;0,01;0,005;0,005;null;0,015;0,025;0,005;0,015;0,015;0,015;0,015;0,01;0,015;0,015;0,01;0,02;0,005;0,01;0,01;0,01
Суми;5093480;Оксид вуглецю;1,666666667;1,166666667;2,333333333;1,5;1,333333333;2,166666667;2,333333333;2;1,333333333;null;2,333333333;2;1,333333333;1,5;1,5;1,666666667;1,666666667;1,833333333;1,666666667;2;1,666666667;1,333333333;1,833333333;1,666666667;1,666666667;2
Суми;5093480;Дiоксид азоту;0,086666667;0,085;0,073333333;0,081111111;0,050833333;0,0725;0,064166667;0,076666667;0,0725;null;0,073333333;0,075833333;0,059166667;0,061666667;0,053333333;0,054166667;0,061111111;0,075833333;0,079166667;0,070833333;0,0775;0,08;0,107777778;0,095833333;0,088333333;0,060833333
Суми;5093480;Оксид азоту;0,045;0,0325;0,0325;0,03;0,0175;0,0275;0,03;0,0275;0,03;null;0,026666667;0,025;0,0325;0,0225;0,0175;0,02;0,023333333;0,03;0,0275;0,0225;0,04;0,035;0,046666667;0,03;0,04;0,0275
Суми;5093480;Амiак;0,01125;0,0125;0,0175;0,02;0,01625;0,015;0,0125;0,01625;0,01375;null;0,016666667;0,015;0,0175;0,01;0,01875;0,0125;0,015;0,01375;0,01625;0,01375;0,01125;0,01;0,015;0,0125;0,0175;0,01375
Суми;5093480;Формальдегiд;0,004;0,003;0,004;0,002666667;0,004;0,003;0,004;0,003;0,004;null;0,004;0,003;0,005;0,003;0,005;0,004;0,004;0,003;0,003;0,003;0,003;0,003;0,004;0,004;0,003;0,003
Тернопіль;4932530;Завислі речовини;0,0425;0,055;null;0,0825;0,1325;0,11;0,055;0;0,02;null;0,1;0,055;0,0775;0,1625;0,095;0,0425;0,1025;0;0,02;0,0975;0,0825;0,035;0,02;0,0625;0,065;0,075
Тернопіль;4932530;Дiоксид сiрки;0,0032625;0,00325;null;0,0018;0,002925;0,00405;0,00155;0,0009;0,0024875;null;0,0048125;0,002225;0,002825;0,0038875;0,0043125;0,003;0,00365;0,003025;0,001975;0,004;0,00315;0,0027;0,00445;0,003125;0,002875;0,0040125
Тернопіль;4932530;Оксид вуглецю;3,3;2,8;null;3,45;2,7;3,35;2,925;2,8;2,725;null;3,3;2,425;2,8;3;2,85;3,175;2,825;2,55;2,8;3,025;2,5;2,975;3,7;3,8;3,5;3
Тернопіль;4932530;Дiоксид азоту;0,049075;0,0405375;null;0,0444;0,0429875;0,0445125;0,0391375;0,0381625;0,0473625;null;0,058525;0,0480625;0,04165;0,043825;0,0434125;0,050475;0,0509;0,05505;0,04505;0,0405125;0,051625;0,055725;0,0564;0,0478875;0,042625;0,041925
Тернопіль;4932530;Оксид азоту;0,0257;0,02185;null;0,023475;0,02305;0,02425;0,02065;0,020225;0,02635;null;0,03305;0,026375;0,022325;0,024225;0,023225;0,02785;0,02885;0,030075;0,024475;0,02195;0,028125;0,032325;0,030775;0,0258;0,023375;0,02285
Тернопіль;4932530;Формальдегiд;0,002725;0,002625;null;0,0014125;0,0022;0,0024;0,000975;0,00045;0,002;null;0,0031125;0,0014125;0,0017875;0,002625;0,0030375;0,0021875;0,0028125;0,00265;0,0017;0,0030125;0,0021875;0,0020625;0,0032375;0,0028125;0,002575;0,0025
Харків;4993630;Завислі речовини;0,044;0,04;0,034;0,0316;0,0336;0,04;0,0436;0,0308;0,026;null;0,0468;0,0596;0,052;0,0536;0,0396;0,0512;0,0524;0,0544;0,0452;0,0476;0,042;0,0344;0,0436;0,0432;0,06;0,0624
Харків;4993630;Дiоксид сiрки;0,01575;0,017676667;0,014913333;0,01455;0,015303333;0,01666;0,01473;0,015956667;0,015166667;null;0,01634;0,01703;0,015323333;0,013826667;0,014696667;0,015416667;0,01183;0,013036667;0,01236;0,012256667;0,01244;0,012466667;0,013413333;0,011723333;0,013403333;0,01177
Харків;4993630;Сульфати;0;0;0;0;0,005;0,01;0;0;0;null;0,005;0;0,01;0;0,01;0,005;0;0;0;0,01;0;0,005;0,005;0,005;0;0,01
Харків;4993630;Оксид вуглецю;1,285;1,155;1,115;1,145;1,11;1,175;1,255;1,105;1,04;null;1,325;1,325;1,16;1,115;1,025;1,14;1,135;1,11;1,095;1,07;1,1;1,09;1,155;1,155;1,155;1,195
