city;coordinateNumber;nameImpurity;1August;2August;3August;4August;5August;6August;7August;8August;9August;10August;11August;12August;13August;14August;15August;16August;17August;18August;19August;20August;21August;22August;23August;24August;25August;26August;27August;28August;29August;30August;31August
Херсон;4673270;Оксид азоту;0,0875;0,1025;null;null;0,1;0,0575;0,0875;0,0925;0,075;null;null;0,063333333;0,0675;0,0625;0,06;0,0575;null;null;0,053333333;0,0675;0,0675;0,105;0,11;null;null;0,046666667;0,065;0,09;0,12;0,0825;null
Херсон;4673270;Фенол;0,0016;0,0026;null;null;0,002125;0,0023;0,0007;0,0005;0,0029;null;null;0,001625;0,0018;0,0021;0,002;0,0039;null;null;0,000875;0,002;0,0006;0,0029;0,0055;null;null;0,004375;0,0047;0,0041;0,003;0,0016;null
Херсон;4673270;Формальдегiд;0,001;0,0028;null;null;0,002375;0;0,0011;0,001;0,0032;null;null;0;0,0015;0,0054;0,0071;0;null;null;0,0035;0,0012;0,0018;0,001;0,0026;null;null;0,007;0,0042;0,0049;0,003;0,0014;null
Черкаси;4933200;Завислі речовини;0,183333333;0,133333333;0,05;null;0,1;0,1;0,05;0,05;0,183333333;0,133333333;null;0,183333333;0,1;0,133333333;0,15;0,1;0,15;null;0,1;0,116666667;0,133333333;0,133333333;0,25;0,1;null;0,125;0,175;0,125;0,1;0,15;0,1
Черкаси;4933200;Дiоксид сiрки;0,0148;0,0149;0,0151;null;0,014625;0,0172;0,0173;0,0166;0,0156;0,0147;null;0,01575;0,0154;0,0156;0,0165;0,0152;0,0162;null;0,016625;0,0211;0,0164;0,0194;0,016;0,0168;null;0,0195;0,019333333;0,01575;0,014285714;0,01575;0,015
Черкаси;4933200;Сульфати;0,01;0,01;0,01;null;0,015;0,01;0,015;0,015;0,015;0,01;null;0,01;0,01;0,015;0,01;0,01;0,01;null;0,01;0,01;0,01;0,01;0,01;0,01;null;null;null;null;null;null;null
Черкаси;4933200;Оксид вуглецю;1;1,333333333;1,333333333;null;1,166666667;1;1;1;1,166666667;1,333333333;null;1,333333333;1,166666667;1,166666667;1,333333333;1,5;1,333333333;null;1,5;2;1,666666667;1;1,333333333;1,166666667;null;2,25;1;1,25;1,5;1,75;3,25
Черкаси;4933200;Дiоксид азоту;0,044166667;0,049166667;0,065;null;0,041111111;0,044166667;0,039166667;0,040833333;0,036666667;0,041666667;null;0,054444444;0,033333333;0,0325;0,025;0,035833333;0,045833333;null;0,036666667;0,048333333;0,050833333;0,039166667;0,03;0,036666667;null;0,041666667;0,036666667;0,035;0,031428571;0,03;0,0525
Черкаси;4933200;Оксид азоту;0,0625;0,0525;0,07;null;0,04;0,0325;0,0275;0,0525;0,0625;0,035;null;0,02;0,0275;0,0225;0,0325;0,0175;0,0225;null;0,04;0,0575;0,04;0,035;0,0375;0,0425;null;0,063333333;0,0325;0,02;0,0225;0,0225;0,045
Черкаси;4933200;Сiрководень;0,002083333;0,002166667;0,001833333;null;0,002;0,001833333;0,00175;0,001833333;0,00225;0,001833333;null;0,002;0,002;0,00175;0,00225;0,002333333;0,001583333;null;0,002;0,002916667;0,003333333;0,002833333;0,002083333;0,001916667;null;0,001833333;0,002;0,002;0,001857143;0,002125;0,002
Черкаси;4933200;Амiак;0,051666667;0,073333333;0,081666667;null;0,073333333;0,075;0,064166667;0,0625;0,048333333;0,043333333;null;0,042222222;0,045;0,028333333;0,0325;0,031666667;0,068333333;null;0,045555556;0,045;0,045;0,064166667;0,044166667;0,04;null;0,075;0,071666667;0,055;0,08;0,07;0,0875
Черкаси;4933200;Формальдегiд;0,009;0,00775;0,006;null;0,019333333;0,01225;0,0045;0,012;0,00725;0,011;null;0,018666667;0,01375;0,016;0,01825;0,0115;0,01475;null;0,025;0,01075;0,0145;0,01225;0,0095;0,00825;null;0,019666667;0,0115;0,01575;0,018666667;0,0085;0,017
Чернівці;4832590;Завислі речовини;0;0,075;0,025;null;0,025;0,025;0,025;0;0;0,025;null;0;0;0;0;0;0;null;0;0;0;0;0;0;null;0;0;0;0;0;0,1
Чернівці;4832590;Дiоксид сiрки;0;0,002825;0,0006875;null;0,0024875;0,002225;0,0013625;0,0032;0,0032;0,0059125;null;0,00295;0,003125;0,0016375;0,0035;0,001025;0,000625;null;0,003158333;0,003516667;0,000775;0,000616667;0,00015;0,001391667;null;0,001241667;0,002009091;0,00325;0,0020375;0,0016125;0
Чернівці;4832590;Оксид вуглецю;0,135;0,105;0,12375;0,1775;0,10875;0,105;0,0975;0,14125;0,1625;0,1;0,2575;0,1025;0,245;0,05;0,05;0,069;0,163;0,055;0,043;0,149;0,162;0,021;0,051;0,162;0,1875;0,164;0,041111111;0,149;0,07625;0,3125;0,1925
Чернівці;4832590;Дiоксид азоту;0,015133333;0,011083333;0,009641667;0,0042;0,01065;0,005625;0,0079;0,014066667;0,019066667;0,019141667;0,0094;0,01585;0,015566667;0,014158333;0,014885714;0,02045;0,0114875;0,007975;0,01343125;0,016675;0,0200625;0,0189;0,01534375;0,01773375;0,0223;0,01773125;0,012673333;0,0077;0,01635;0,008841667;0,006158333
Чернівці;4832590;Оксид азоту;0,00195;0,0035625;0,00095;0,002;0,0019875;0,003325;0,001375;0,0026;0,0035125;0,001375;0,0021;0,0026625;0,0016375;0,00185;0,003375;0,002175;0,0015375;0,0021;0,0040875;0,0016125;0,00255;0,004;0,003225;0,0048;0,006375;0,001675;0,0065125;0,00335;0,003525;0,004525;0,0018
Чернівці;4832591;Озон;0,075875;0,099675;0,076125;0,0681;0,060675;0,06585;0,07405;0,06185;0,042825;0,088925;0,068525;0,0861;0,0681;0,073125;0,066875;0,063425;0,065875;0,071225;0,0601;0,0718;0,06825;0,09195;0,067025;0,058625;0,05605;0,069225;0,0841;0,0778;0,07425;0,080575;0,0716
Чернівці;4832590;Фенол;0,000925;0,0019;0,00075;null;0,00005;0,001425;0,005025;0,004075;0;0,00025;null;0,0013;0,0001;0,003275;0,006;0,005775;0,0038;null;0,0024;0,00485;0,004775;0,0035;0,0008;0,004275;null;0,0028;0,001075;0,001825;0,0018;0,002775;0,001475
Чернівці;4832590;Фтористий водень;0,000625;0,00035;0;null;0,001025;0,000475;0;0;0;0;null;0;0;0;0;0;0;null;0;0;0;0;0;0;null;0,0004625;0,000442857;0;0;0;0
Чернівці;4832590;Хлористий водень;null;null;null;null;null;null;null;null;null;null;null;null;null;null;0;0,0369;0;null;0,037575;0,108225;0;0,199825;0,02105;0;null;0;0,042966667;0,233675;0;0;0
Чернівці;4832590;Формальдегiд;0,0001875;0,003525;0,005475;null;0,0046;0,0027875;0,003775;0,00245;0,00365;0,000175;null;0,0028625;0,00435;0,0028875;0,0028125;0,0018125;0,001075;null;0,0049625;0,00475;0,0028;0,001325;0,0031125;0,00205;null;0,0023875;0;0,0034;0,000375;0,000175;0,00055
Ізмаїл;4542880;Завислі речовини;null;null;null;null;null;null;null;null;null;null;null;null;null;0,05;0,05;0,065;0,05;null;0,05;0,065;0,05;0,07;0,065000153;0,05;null;0,08;0,07;0,05;0,07;0,085000153;0,05
Ізмаїл;4542880;Дiоксид сiрки;null;null;null;null;null;null;null;null;null;null;null;null;null;0,030433386;0,026475038;0,0225;0,02165006;null;0,03506672;0,0131;0,02005004;0,01990002;0,01937504;0,013166697;null;0,033933333;0,02416672;0,02223338;0,030733427;0,0236;0,019550008
Ізмаїл;4542880;Сульфати;null;null;null;null;null;null;null;null;null;null;null;null;null;0,005;0,005;0,005;0,005;null;0,005;0,005;0,005;0,01;0,01;0,005;null;0,01;0,01;0,005;0,01;0,015;0,005
Ізмаїл;4542880;Оксид вуглецю;null;null;null;null;null;null;null;null;null;null;null;null;null;0,555000153;0,685001526;0,795000305;0,625;null;0,690001526;0,570001221;0,725;0,670000305;0,730001526;0,690001526;null;0,635;0,940002441;0,555001526;1,050003052;0,825;0,52
Ізмаїл;4542880;Дiоксид азоту;null;null;null;null;null;null;null;null;null;null;null;null;null;0,0569;0,068925;0,0618;0,066375;null;0,051066789;0,0638;0,05917504;0,065050031;0,067425;0,061175031;null;0,061800106;0,060066768;0,055266667;0,062366667;0,0688;0,062225095
Ізмаїл;4542880;Сiрководень;null;null;null;null;null;null;null;null;null;null;null;null;null;0,001500002;0,001650002;0,001375;0,002125;null;0,002400002;0,001375002;0,001725002;0,001675;0,000750002;0,001825;null;0,001600003;0,001133334;0,002400002;0,001533335;0,001500002;0,001575001
Ізмаїл;4542880;Формальдегiд;null;null;null;null;null;null;null;null;null;null;null;null;null;0,001800005;0,0007;0,00075;0,002950003;null;0,0007;0,001800003;0,001500003;0,0011;0,0022;0,0022;null;0,00215;0,0007;0,002900003;0,002200006;0,001050002;0,00035
Біла Церква;4983020;Завислі речовини;0,07375;0,09225;0,08375;null;0,08275;0,07325;0,0825;0,07325;0,07325;0,07325;null;0,0815;0,0725;0,072;0,07225;0,07275;0,064;null;0,074;0,093;0,06475;0,0555;0,0725;0,09075;null;0,07425;0,07375;0,0645;0,0745;0,074;0,0725
Біла Церква;4983020;Дiоксид сiрки;0,0322375;0,03705;0,0360875;null;0,0401125;0,0378875;0,0437875;0,03795;0,042075;0,0419375;null;0,0420875;0,034275;0,0451875;0,03295;0,041575;0,0401;null;0,03575;0,0399;0,039775;0,035625;0,041425;0,0418375;null;0,037725;0,037675;0,0437375;0,0434125;0,0383;0,034
Біла Церква;4983020;Оксид вуглецю;0,5;0,725;0,75;null;1,025;0,85;0,85;0,675;0,775;0,675;null;0,55;0,725;0,5;0,65;0,8;0,75;null;0,775;0,675;0,625;0,475;0,6;0,475;null;0,525;0,65;0,65;0,675;0,725;0,65
Біла Церква;4983020;Дiоксид азоту;0,0965875;0,1082875;0,103925;null;0,1032125;0,1099;0,1176375;0,133675;0,1109375;0,1109875;null;0,1073375;0,113375;0,1180625;0,11195;0,141625;0,1266875;null;0,107225;0,1122;0,1433;0,1045625;0,1314;0,108425;null;0,1064;0,1201125;0,114325;0,1294625;0,1202125;0,122
Олександрія;4843230;Завислі речовини;0,25;0,35;0,25;null;0,2;0,25;0,4;0,25;0,25;0,4;null;0,35;0,45;0,25;0,15;0,15;0,25;null;0,2;0,15;0,15;0,25;0,15;0,25;null;0,35;0,2;0,25;0,25;0,25;0,2
Олександрія;4843230;Дiоксид сiрки;0,021325;0,0136;0,014075;null;0,023833333;0,01605;0,012525;0,016375;0,01655;0,0143;null;0,0225;0,015075;0,0239;0,01805;0,017575;0,0259;null;0,0189;0,026775;0,02065;0,019825;0,017775;0,020775;null;0,0171;0,0329;0,0202;0,019625;0,027025;0,017775
Олександрія;4843230;Сульфати;0;0,005;0,01;null;0,005;0,01;0,005;0,015;0,005;0,005;null;0,005;0,005;0,01;0,005;0,005;0,005;null;0,01;0,005;0,01;0,005;0,005;0,005;null;0,005;0,005;0,01;0,005;0,005;0,015
Олександрія;4843230;Дiоксид азоту;0,024525;0,020475;0,031;null;0,028133333;0,0278;0,0313;0,02785;0,03305;0,0197;null;0,027166667;0,023675;0,027475;0,029025;0,0277;0,0341;null;0,022933333;0,023475;0,03135;0,0241;0,036525;0,03615;null;0,033866667;0,025225;0,019925;0,030975;0,022175;0,03065
Олександрія;4843230;Сажа;0,06;0,065;0,01;null;0,045;0,07;0,075;0,035;0,06;0,065;null;0,04;0,08;0,09;0,075;0,025;0,045;null;0,065;0,06;0,06;0,04;0,115;0,045;null;0,065;0,045;0,065;0,055;0,06;0,09
Горішні Плавні;4903360;Завислі речовини;0,135;0,165;0,165;null;0,085;0,135;0,105;0,135;0,135;0,08;null;0,11;0,08;0,105;0,105;0,08;0,135;null;0,11;0,055;0,165;0,11;0,14;0,055;null;0,08;0,135;0,055;0,165;0,085;0,08
Горішні Плавні;4903360;Дiоксид сiрки;0,006225;0,005;0,005975;null;0,004275;0,0046;0,004925;0,00625;0,00625;0,0076;null;0,00655;0,009475;0,007175;0,0075;0,0114;0,0141;null;0,003325;0,00235;0,005;0,003675;0,006275;0,004975;null;0,006575;0,012975;0,00695;0,00955;0,009225;0,0099
Горішні Плавні;4903360;Оксид вуглецю;0,2;0,2;0,2;null;0,2;0,1;0,15;0,1;0,1;0,1;null;0,15;0,15;0,1;0,15;0,15;0,15;null;0,15;0,2;0,25;0,15;0,15;0,2;null;0,2;0,2;0,2;0,15;0,15;0,25
Горішні Плавні;4903360;Дiоксид азоту;0,024925;0,02195;0,0239;null;0,01515;0,0174;0,017725;0,024975;0,02435;0,023725;null;0,02355;0,028125;0,026625;0,025475;0,03065;0,036125;null;0;0,0027;0,00995;0,0033;0,0133;0,01205;null;0,02635;0,0532;0,025725;0,0356;0,0369;0,03895
Горішні Плавні;4903360;Фенол;0;0,00105;0;null;0;0;0,00305;0,0002;0;0;null;0;0,0009;0;0,0012;0,0017;0,00225;null;0,001;0,001;0,00105;0,0008;0,0008;0,0004;null;0,0003;0,00105;0,00025;0,00085;0,00015;0,0002
Горішні Плавні;4903360;Сажа;0,0027;0,0028;0,00275;null;0,0028;0,0028;0;0;0,00545;0;null;0,00545;0,0027;0,0027;0;0,0027;0,00275;null;0,00825;0,0028;0,01385;0;0,00275;0;null;0,00825;0,00545;0,00835;0;0,0137;0,0027
Горішні Плавні;4903360;Хлористий водень;0,002533333;0;0,002166667;null;0;0,006066667;0,0055;0;0,004966667;0;null;0,0038;0,005966667;0;0;0,003066667;0,0042;null;0,002;0,002833333;0;0,004566667;0,0021;0;null;0,0055;0,009333333;0,001633333;0,000566667;0,002466667;0,003466667
Горішні Плавні;4903360;Амiак;0,00605;0,00235;0,00435;null;0,00455;0;0,00875;0,00865;0,00595;0,00985;null;0,0046;0,00785;0,0042;0,01055;0,0137;0,0089;null;0,00885;0,0053;0,0032;0;0,00775;0,00645;null;0,00755;0,0141;0,0061;0,0049;0;0
Бровари;5053080;Завислі речовини;0,055;0,0555;0,0715;null;0,0545;0,0545;0,0555;0,0365;0,0555;0,0365;null;0,055;0,0545;0,055;0,055;0,037;0,037;null;0,075;0,037;0,0375;0,0555;0,055;0,073;null;0,037;0,056;0,074;0,056;0,0555;0,073
Бровари;5053080;Дiоксид сiрки;0,035325;0,040675;0,031775;null;0,029225;0,03395;0,034625;0,03655;0,04245;0,037525;null;0,044025;0,041025;0,046;0,0381;0,048075;0,0517;null;0,051625;0,047575;0,04175;0,05005;0,049025;0,0523;null;0,042925;0,048875;0,055;0,045275;0,038225;0,044775
Бровари;5053080;Оксид вуглецю;0,3;0,35;0,3;null;0,35;0,35;0,3;0,3;0,3;0,35;null;0,3;0,4;0,3;0,35;0,35;0,35;null;0,35;0,4;0,35;0,45;0,5;0,45;null;0,5;0,45;0,5;0,5;0,45;0,5
Бровари;5053080;Дiоксид азоту;0,068625;0,0812;0,070625;null;0,062825;0,070175;0,07475;0,0691;0,085975;0,084025;null;0,089525;0,081325;0,093375;0,078125;0,0915;0,0914;null;0,099025;0,0884;0,080425;0,1037;0,09685;0,106725;null;0,083425;0,10245;0,104125;0,0954;0,09755;0,092775
Обухів;5013060;Завислі речовини;0,074;0,1105;0,0915;null;0,112;0,129;0,0735;0,147;0,1095;0,1105;null;0,127;0,108;0,108;0,109;0,1275;0,0925;null;0,113;0,1305;0,1315;0,1115;0,091;0,0915;null;0,109;0,073;0,13;null;0,077;0,073
Обухів;5013060;Дiоксид сiрки;0,0429;0,041375;0,041675;null;0,047475;0,03445;0,04575;0,044;0,0401;0,0393;null;0,03885;0,046075;0,04175;0,046275;0,045375;0,04235;null;0,058675;0,0584;0,057625;0,0444;0,033725;0,038;null;0,05;0,042466667;0,054875;0,04455;0,041066667;0,0335
Обухів;5013060;Оксид вуглецю;0,6;0,5;0,6;null;0,85;0,65;0,7;0,75;0,85;0,65;null;0,55;0,65;0,5;0,65;0,85;0,6;null;0,75;0,65;0,75;0,6;0,8;0,75;null;0,6;0,65;0,6;0,5;0,7;0,75
Обухів;5013060;Дiоксид азоту;0,065125;0,070175;0,051475;null;0,0772;0,07095;0,057925;0,078225;0,072175;0,06215;null;0,0699;0,069225;0,074;0,061525;0,064075;0,06645;null;0,091175;0,0962;0,094225;0,06835;0,050675;0,0608;null;0,084433333;0,065233333;0,08575;0,06315;0,0648;0,05425
Українка;5023080;Завислі речовини;0,036;0,0545;0,054;null;0,055;0,073;0,034;0,055;0,055;0,035;null;0,0725;0,0535;0,0715;0,071;0,0545;0,0365;null;0,074;0,036;0,0555;0,056;0,072;0,0545;null;0,036;null;0,0545;0,074;0,072;0,071
Українка;5023081;Дiоксид сiрки;0,04745;0,04135;0,044675;null;0,048925;0,05295;0,060975;0,0347;0,039075;0,056725;null;0,047475;0,05355;0,06325;0,050725;0,0478;0,0543;null;0,053825;0,0438;0,0542;0,0567;0,053225;0,05435;null;0,047966667;0,04755;0,04065;0,06665;0,01785;0,035866667
Українка;5023082;Оксид вуглецю;0,81;0,965;0,82;null;0,98;1,41;0,625;0,745;0,91;0,96;null;0,48;1,045;0,74;1,11;0,76;1,895;null;1,06;0,86;1,76;2,595;1,625;1,125;null;1,1;null;1,265;1,29;1,09;0,72
Українка;5023083;Дiоксид азоту;0,092475;0,09155;0,088725;null;0,106075;0,0715;0,088875;0,0939;0,080225;0,096175;null;0,0791;0,083125;0,101725;0,092075;0,089;0,099375;null;0,10215;0,083433333;0,09875;0,100725;0,096175;0,098025;null;0,0881;0,0894;0,071025;0,1383;0,035;0,066733333
Житомир;5022870;Завислі речовини;0,08375;0,08375;0,0735;null;0,092;0,0735;0,10125;0,10175;0,08175;0,09225;null;0,082;0,09125;0,099;0,0915;0,10125;0,129;null;0,075;0,0745;0,11325;0,11975;0,0905;0,073;null;0,0935;0,11075;0,11925;0,1205;0,083;0,0925
Житомир;5022871;Дiоксид сiрки;0,035425;0,041;0,036325;null;0,0391625;0,04095;0,0422125;0,039125;0,0367125;0,038275;null;0,037;0,03525;0,0365;0,04035;0,040625;0,046875;null;0,0408625;0,04005;0,0410625;0,039375;0,0393;0,036125;null;0,036975;0,0428375;0,0405625;0,0424125;0,0390125;0,0396
Житомир;5022872;Оксид вуглецю;0,38;0,64;0,53;null;0,6525;0,4925;0,54;0,53;0,5775;0,5;null;0,55;0,49;0,5075;0,7325;0,5725;0,5725;null;0,64;1,0425;0,9275;0,6275;0,5225;0,62;null;0,8175;0,58;0,5775;0,54;0,5775;0,555
Житомир;5022873;Дiоксид азоту;0,0839;0,0897;0,0805625;null;0,088575;0,08885;0,094975;0,1005375;0,1014875;0,1014;null;0,10555;0,1081375;0,1032625;0,105675;0,1082625;0,1447375;null;0,1157;0,1070875;0,1132625;0,1091875;0,111175;0,1184;null;0,10815;0,111025;0,1046625;0,1165125;0,117625;0,1148125
Чернігів;5143130;Завислі речовини;0,1235;0,1235;0,10925;null;0,12475;0,0825;0,0955;0,13625;0,123;0,095;null;0,10825;0,108;0,1205;0,1215;0,13675;0,12425;null;0,11125;0,12525;0,13875;0,15225;0,0945;0,06775;null;0,08225;0,07475;0,082;0,1085;0,10925;0,10825
Чернігів;5143131;Дiоксид сiрки;0,043025;0,0433875;0,044725;null;0,046275;0,0460125;0,046125;0,0481125;0,0488375;0,047925;null;0,03895;0,0488375;0,0399;0,0415;0,0403125;0,048;null;0,0455875;0,0432625;0,04395;0,042775;0,045875;0,044925;null;0,040525;0,05165;0,048575;0,05215;0,0438125;0,0556125
Чернігів;5143132;Оксид вуглецю;0,3925;0,415;0,435;null;0,315;0,4175;0,305;0,27;0,32;0,3175;null;0,2825;0,27;0,285;0,3075;0,3825;0,35;null;0,32;0,3075;0,37;0,355;0,3375;0,3575;null;0,365;0,35;0,33;0,31;0,3475;0,375
Чернігів;5143133;Дiоксид азоту;0,1087625;0,1029375;0,1008125;null;0,1137625;0,103975;0,098225;0,1039375;0,0847875;0,0913625;null;0,0928625;0,1067875;0,0964375;0,1056875;0,0913;0,1064;null;0,1237375;0,102225;0,1176375;0,1442;0,1074125;0,08425;null;0,1110125;0,109925;0,094875;0,1133625;0,111425;0,1196125
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
