city;coordinateNumber;nameImpurity;1September;2September;3September;4September;5September;6September;7September;8September;9September;10September;11September;12September;13September;14September;15September;16September;17September;18September;19September;20September;21September;22September;23September;24September;25September;26September;27September;28September;29September;30September;;;;;;;;;;;;
Херсон;4673270;Дiоксид сiрки;null;0;0,0007;0,0025;0,006;0,0014;null;null;0;0,0006;0,0097;0,0016;0,0042;null;null;0,000875;0,0021;0,0055;0,0006;0;null;null;0,003125;0,0022;0;0;0,0027;null;null;0,001375;;;;;;;;;;;;
Херсон;4673270;Сульфати;null;0,005;0;0;0;0;null;null;0;0;0;0;0,005;null;null;0;0,01;0,01;0;0;null;null;0,005;0;0;0;0;null;null;0;;;;;;;;;;;;
Херсон;4673270;Оксид вуглецю;null;0,371428571;0,372857143;0,335714286;0,374285714;0,27;null;null;0,271428571;0,327142857;0,294285714;0,245714286;0,355714286;null;null;0,225714286;0,202857143;0,295714286;0,248571429;0,344285714;null;null;0,342857143;0,267142857;0,232857143;0,252857143;0,302857143;null;null;0,24;;;;;;;;;;;;
Херсон;4673270;Дiоксид азоту;null;0,1775;0,178;0,152;0,18;0,166;null;null;0,16125;0,186;0,204;0,176;0,201;null;null;0,15125;0,124;0,166;0,131;0,119;null;null;0,13125;0,103;0,107;0,126;0,132;null;null;0,125;;;;;;;;;;;;
Херсон;4673270;Оксид азоту;null;0,086666667;0,1225;0,0775;0,0925;0,095;null;null;0,1;0,0775;0,125;0,14;0,175;null;null;0,1;0,0775;0,09;0,06;0,075;null;null;0,073333333;0,07;0,075;0,07;0,0875;null;null;0,063333333;;;;;;;;;;;;
Херсон;4673270;Фенол;null;0,00375;0,0013;0,0023;0,0017;0,0024;null;null;0,0005;0,0002;0,0032;0,003;0,0021;null;null;0,00275;0,004;0,001;0,0007;0,0014;null;null;0,001375;0,001;0,0004;0,002;0,0023;null;null;0,001;;;;;;;;;;;;
Херсон;4673270;Формальдегiд;null;0,004125;0,0067;0,0057;0,001;0,0039;null;null;0,001375;0;0;0,0014;0;null;null;0;0,0012;0,001;0,005;0,0056;null;null;0;0;0,002;0,0016;0,003;null;null;0;;;;;;;;;;;;
Черкаси;4933200;Завислі речовини;null;0,2;0,15;0,075;0,175;0,2;0,15;null;0,2;0,15;0,1;0,1;0,15;0,25;null;0,333333333;0,2;0,166666667;0,1;0,15;0,166666667;null;0,116666667;0,133333333;0,166666667;0,2;0,233333333;0,183333333;null;0,216666667;;;;;;;;;;;;
Черкаси;4933200;Дiоксид сiрки;null;0,017166667;0,019428571;0,019;0,0145;0,01475;0,01475;null;0,014;0,01375;0,014875;0,01475;0,016375;0,01875;null;0,0155;0,0161;0,0158;0,0264;0,0181;0,0158;null;0,0155;0,0176;0,0182;0,0151;0,0151;0,0181;null;0,01625;;;;;;;;;;;;
Черкаси;4933200;Сульфати;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;0,01;0,01;0,01;0,015;0,01;0,015;null;0,01;0,01;0,015;0,01;0,01;0,01;null;0,015;;;;;;;;;;;;
Черкаси;4933200;Оксид вуглецю;null;1,5;1,75;1;1;1;2;null;1,25;1;1;1;1;1,5;null;1,333333333;1,333333333;1;1,333333333;1,333333333;1,666666667;null;1,166666667;1,333333333;1,166666667;1;1,166666667;1,666666667;null;1,5;;;;;;;;;;;;
Черкаси;4933200;Дiоксид азоту;null;0,038333333;0,038571429;0,027142857;0,03625;0,03875;0,05625;null;0,043333333;0,0275;0,03125;0,0275;0,0275;0,0375;null;0,044444444;0,034166667;0,035833333;0,0325;0,0375;0,035833333;null;0,034444444;0,0375;0,031666667;0,028333333;0,033333333;0,0475;null;0,038888889;;;;;;;;;;;;
Черкаси;4933200;Оксид азоту;null;0,036666667;0,03;0,0525;0,0375;0,0375;0,07;null;0,05;0,0475;0,025;0,02;0,0325;0,0175;null;0,04;0,0425;0,0325;0,0375;0,0225;0,035;null;0,036666667;0,0275;0,04;0,03;0,025;0,04;null;0,033333333;;;;;;;;;;;;
Черкаси;4933200;Сiрководень;null;0,0025;0,002285714;0,002142857;0,002;0,002;0,002;null;0,001833333;0,002;0,002;0,002625;0,00225;0,00225;null;0,002;0,002;0,002083333;0,00225;0,002083333;0,001833333;null;0,002222222;0,002;0,001916667;0,00275;0,00225;0,002166667;null;0,002;;;;;;;;;;;;
Черкаси;4933200;Амiак;null;0,076666667;0,102857143;0,068571429;0,03875;0,08;0,08625;null;0,063333333;0,05375;0,06375;0,05;0,06;0,03875;null;0,091111111;0,070833333;0,051666667;0,050833333;0,055833333;0,064166667;null;0,042222222;0,074166667;0,040833333;0,041666667;0,048333333;0,066666667;null;0,037777778;;;;;;;;;;;;
Черкаси;4933200;Формальдегiд;null;0,018;0,010333333;0,004666667;0,005;0,00525;0,00525;null;0,015;0,0195;0,03;0,02975;0,01025;0,011;null;0,018333333;0,026;0,01325;0,014;0,0085;0,01175;null;0,019333333;0,01675;0,01875;0,01275;0,00775;0,00925;null;0,015;;;;;;;;;;;;
Чернівці;4832590;Завислі речовини;null;0,025;0;0;0,025;0,05;0,075;null;0,025;0;0,025;0;0;0;null;0;0;0;0;0;0;null;0;0;0,025;0,025;0,025;0;null;0;;;;;;;;;;;;
Чернівці;4832590;Дiоксид сiрки;null;0,0016;0,0006625;0;0;0,002475;0,000875;null;0,0017125;0,001825;0,0009;0,000225;0,000925;0,0009;null;0;0,000425;0,0009;0,002775;0,00305;0,0009;null;0,0013125;0,0008875;0,001575;0,0004375;0,001575;0,0018125;null;0,00206;;;;;;;;;;;;
Чернівці;4832590;Оксид вуглецю;0;0,125;0,125;0;0,125;0;0,125;0;0;0;0,25;0,5;0;0;null;0;0;0,25;0,166666667;0,125;0;0;0;0,25;0,125;0,375;0,375;0,25;0;0,142857143;;;;;;;;;;;;
Чернівці;4832590;Дiоксид азоту;0,010225;0,019541667;0,028208333;0,02605;0,025941667;0,012133333;0,011975;0,01425;0,01778;0,021241667;0,023;0,013133333;0,0153375;0,012775;0,006175;0,019;0,017766667;0,019833333;0,018333333;0,0246;0,0159;0,020325;0,02615;0,036875;0,039591667;0,042433333;0,026066667;0,019175;0,004125;0,00975625;;;;;;;;;;;;
Чернівці;4832590;Оксид азоту;0,002225;0,008725;0,0064375;0,0099;0,01085;0,0019875;0,0009625;0,001775;0,008325;0,0086;0,0022125;0,0023125;0,0046;0,00235;0,002675;0,003775;0,0053;0,003875;0,00795;0,00815;0,0067;0,00675;0,007825;0,002825;0,0029;0,008875;0,00965;0,00205;0,00205;0,0021;;;;;;;;;;;;
Чернівці;4832591;Озон;0,073;0,058525;0,0527;0,054925;0,048225;0,0697;0,0684;0,0682;0,077225;0,0725;0,071725;0,041275;0,027625;0,0127;0,009825;0,011925;0,0185;0,0173;0,0164;null;null;null;null;null;null;null;null;null;null;null;;;;;;;;;;;;
Чернівці;4832590;Фенол;null;0,001925;0,001675;0,000375;0;0,000375;0,000175;null;0,0009;0,00025;0;0,00055;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;;;;;;;;;;;;
Чернівці;4832590;Фтористий водень;null;0;0,0007;0,00125;0,000925;0,00075;0;null;0;0,000675;0;0;0;0,001325;null;0,000766667;0;0,000625;0;0,000125;0,0003625;null;0,000325;0,000125;0,0005375;0,001025;0,0006625;0;null;0,00212;;;;;;;;;;;;
Чернівці;4832590;Хлористий водень;null;0;0,15595;0,063325;0,08285;0,048125;0;null;0,0503;0,0398;0;0,07215;0,0525;0,07785;null;0;0,139;0,0471;0,09305;0,016925;0,123275;null;0,00475;0,04425;0,204925;0,1919;0,14895;0,147125;null;0,1679;;;;;;;;;;;;
Чернівці;4832590;Формальдегiд;null;0,0009;0,0022;0;0;0,001125;0,0007;null;0,00105;0;0;0;null;null;null;0,00035;0,00165;0,00205;0,00505;0,002675;0;null;0,00335;0,0049;0,006225;0,003875;0,004725;0,007875;null;0,0056;;;;;;;;;;;;
Ізмаїл;4542880;Завислі речовини;null;0,05;0,065;0,1;0,05;0,065000153;0,05;null;0,07;0,05;0,03;0;0,08;0,07;null;0,07;0,03;0,065;0,1;0,085;0,05;null;0,03;0,05;0,065;0,065000153;0,05;0,05;null;0,03;;;;;;;;;;;;
Ізмаїл;4542880;Дiоксид сiрки;null;0,025133407;0,018900003;0,022650066;0,025800008;0,02590007;0,024675031;null;0,01653336;0,022250026;0,034250031;0,02742506;0,01745004;0,0192;null;0,02160001;0,019725087;0,02507504;0,0277;0,024350055;0,02535002;null;0,035200114;0,02592504;0,026275;0,032600038;0,0301;0,02125;null;0,024066667;;;;;;;;;;;;
Ізмаїл;4542880;Сульфати;null;0,005;0,005;0,015;0,005;0,01;0,01;null;0,005;0,005;0;0,005;0,01;0,01;null;0,005;0;0,005;0,015;0,005;0,005;null;0;0,005;0,005;0,005;0,005;0,005;null;0;;;;;;;;;;;;
Ізмаїл;4542880;Оксид вуглецю;null;0,610001221;0,7;0,725;0,52;0,445000916;0,45500061;null;0,305;0,345000153;0,385;0,43000061;0,630001221;0,670000305;null;0,64;0,47;0,320000153;0,46;0,580001221;0,585001221;null;0,450000305;0,535;0,445;0,460000916;0,56;0,525;null;0,225;;;;;;;;;;;;
Ізмаїл;4542880;Дiоксид азоту;null;0,0631;0,065000101;0,055000171;0,061700189;0,054450076;0,054525101;null;0,060000187;0,065600061;0,04357507;0,046075061;0,054750119;0,058;null;0,066633439;0,032175;0,046750092;0,0632;0,060625031;0,052000015;null;0,080533415;0,066850171;0,050950092;0,05175;0,06155;0,065;null;0,0661;;;;;;;;;;;;
Ізмаїл;4542880;Сiрководень;null;0,001500001;0,001325;0,001400003;0,001150002;0,001675001;0,001175;null;0,001066669;0,001350002;0,001175002;0,001;0,001325001;0,00155;null;0,001433336;0,001075002;0,001775002;0,001325;0,001150002;0,001275002;null;0,002133334;0,001100001;0,001300001;0,000575001;0,001475;0,001375;null;0,001;;;;;;;;;;;;
Ізмаїл;4542880;Формальдегiд;null;0,001500003;0,0011;0,0018;0,0007;0;0,00215;null;0,00215;0,0011;0,001450003;0;0,0018;0,00145;null;0,002150002;0;0,002150006;0,0007;0,001750005;0,0018;null;0,00105;0,0018;0,00285;0;0,00215;0,00105;null;0;;;;;;;;;;;;
Біла Церква;4983020;Завислі речовини;null;0,0735;0,0735;0,07325;0,07275;0,0725;0,071;null;0,072;0,07375;0,0735;0,07275;0,073;0,07325;null;0,07275;0,07225;0,071;0,07075;0,071;0,07125;null;0,07175;0,072;0,07225;0,07275;0,07375;0,0725;null;0,07275;;;;;;;;;;;;
Біла Церква;4983020;Дiоксид сiрки;null;0,0362375;0,0409875;0,0348375;0,0404375;0,0392125;0,0421625;null;0,0386375;0,039125;0,0395;0,036475;0,038575;0,029975;null;0,0427125;0,0393375;0,043125;0,035275;0,0388375;0,0317875;null;0,035575;0,0444375;0,040475;0,042875;0,0388125;0,0425;null;0,0379;;;;;;;;;;;;
Біла Церква;4983020;Оксид вуглецю;null;0,55;0,575;0,6;0,525;0,5;0,4;null;0,575;0,625;0,6;0,725;0,975;0,8;null;0,825;0,775;0,6;0,725;0,775;0,65;null;0,625;0,575;0,55;0,425;0,625;0,4;null;0,5;;;;;;;;;;;;
Біла Церква;4983020;Дiоксид азоту;null;0,1105;0,101325;0,1298375;0,11505;0,1073875;0,1288625;null;0,1089875;0,090375;0,1128375;0,1058625;0,1087625;0,1050625;null;0,113025;0,11355;0,115925;0,1072;0,097375;0,08805;null;0,1262;0,122675;0,1049125;0,1399625;0,1170875;0,1100625;null;0,0794;;;;;;;;;;;;
Олександрія;4843230;Завислі речовини;null;0,25;0,2;0,5;0,2;0,2;0,35;null;0,25;0,35;0,45;0,25;0,25;0,25;null;0,35;0,35;0,25;0,35;0,3;0,35;null;0,15;0,45;0,35;0,4;0,35;0,45;null;0,3;;;;;;;;;;;;
Олександрія;4843230;Дiоксид сiрки;null;0,0278;0,016825;0,034975;0,01365;0,02345;0,02325;null;0,015433333;0,02145;0,01725;0,0182;0,0141;0,028275;null;0,013133333;0,02085;0,021125;0,021675;0,0263;0,0147;null;0,03;0,0181;0,015175;0,03075;0,0184;0,020025;null;0,0392;;;;;;;;;;;;
Олександрія;4843230;Сульфати;null;0,005;0,005;0,005;0,005;0,005;0,005;null;0,005;0,01;0,005;0,01;0,005;0,005;null;0,005;0,005;0,005;0,015;0,01;0,01;null;0;0,005;0,005;0,01;0,005;0,01;null;0;;;;;;;;;;;;
Олександрія;4843230;Дiоксид азоту;null;0,0274;0,035875;0,025825;0,036975;0,0343;0,03855;null;0,025366667;0,035225;0,042725;0,043425;0,022125;0,042425;null;0,028733333;0,021325;0,031575;0,036425;0,027675;0,027675;null;0,035633333;0,0341;0,02485;0,040475;0,035325;0,028775;null;0,014666667;;;;;;;;;;;;
Олександрія;4843230;Сажа;null;0,06;0,075;0,065;0,035;0,035;0,075;null;0,07;0,03;0,09;0,035;0,065;0,035;null;0,065;0,01;0,045;0,045;0,055;0,045;null;0,065;0,035;0,075;0,07;0,085;0,04;null;0,04;;;;;;;;;;;;
Горішні Плавні;4903360;Завислі речовини;null;0,135;0,135;0,105;0,08;0,05;0,13;null;0,135;0,135;0,105;0,165;0,16;0,14;null;0,08;0,11;0,19;0,105;0,135;0,105;null;null;null;null;null;null;null;null;null;;;;;;;;;;;;
Горішні Плавні;4903360;Дiоксид сiрки;null;0,003625;0,0059;0,007875;0,007175;0,00515;0,00415;null;0,004525;0,004575;0,0059;0,006875;0,009475;0,0066;null;0,004825;0,003225;0,0048;0,00445;0,0051;0,0045;null;null;null;null;null;null;null;null;null;;;;;;;;;;;;
Горішні Плавні;4903360;Оксид вуглецю;null;0,25;0,3;0,25;0,1;0,2;0,25;null;0,2;0,25;0,2;0,3;0,2;0,2;null;0,15;0,15;0,2;0,2;0,15;0,1;null;null;null;null;null;null;null;null;null;;;;;;;;;;;;
Горішні Плавні;4903360;Дiоксид азоту;null;0,011825;0,015075;0,02945;0,0319;0,022625;0,017275;null;0,014275;0,0144;0,020975;0,02425;0,038025;0,024375;null;0,01485;0,0084;0,01725;0,01145;0,019175;0,019325;null;null;null;null;null;null;null;null;null;;;;;;;;;;;;
Горішні Плавні;4903360;Фенол;null;0,00095;0,0012;0,0003;0,0001;0;0;null;0,00155;0,00285;0,00485;0,00205;0,00325;0,0041;null;0,0003;0,0004;0,0006;0,0011;0,0009;0,0005;null;null;null;null;null;null;null;null;null;;;;;;;;;;;;
Горішні Плавні;4903360;Сажа;null;0,0082;0,0055;0,00275;0;0,0108;0,0026;null;0,00805;0,00275;0;0,00815;0,01365;0,00815;null;0,00545;0,0027;0,00265;0;0,0053;0,00535;null;null;null;null;null;null;null;null;null;;;;;;;;;;;;
Горішні Плавні;4903360;Хлористий водень;null;0;0;0,0058;0,0034;0;0;null;0;0;0,0034;0;0,005866667;0,0058;null;0,003066667;0;0;0;0,005333333;0,005066667;null;null;null;null;null;null;null;null;null;;;;;;;;;;;;
Горішні Плавні;4903360;Амiак;null;0;0,0046;0,0082;0,0036;0,001;0,0048;null;0,0045;0,001;0,00395;0,00885;0,0036;0,00695;null;0,0045;0,00245;0,0038;0,0029;0,0042;0,001;null;null;null;null;null;null;null;null;null;;;;;;;;;;;;
Бровари;5053080;Завислі речовини;null;0,055;0,073;0,055;0,0545;0,0545;0,072;null;0,065;0,0365;0,0545;0,0555;0,055;0,0545;null;0,073;0,0545;0,0535;0,0355;0,0715;0,0715;null;0,0725;0,054;0,072;0,055;0,055;0,055;null;0,0715;;;;;;;;;;;;
Бровари;5053080;Дiоксид сiрки;null;0,0444;0,036575;0,034175;0,0417;0,048175;0,048275;null;0,0471;0,042725;0,044675;0,04725;0,04145;0,0359;null;0,035225;0,036275;0,048875;0,066225;0,07915;0,06875;null;0,067375;0,058525;0,05985;0,0529;0,059975;0,0517;null;0,04495;;;;;;;;;;;;
Бровари;5053080;Оксид вуглецю;null;0,5;0,45;0,5;0,45;0,4;0,55;null;0,5;0,6;0,55;0,6;0,6;0,55;null;0,55;0,55;0,55;0,55;0,5;0,55;null;0,55;0,5;0,55;0,6;0,55;0,55;null;0,6;;;;;;;;;;;;
Бровари;5053080;Дiоксид азоту;null;0,085175;0,076475;0,068;0,08525;0,09355;0,091;null;0,089875;0,078275;0,08955;0,0895;0,080875;0,07415;null;0,0591;0,073;0,069875;0,08055;0,096675;0,09125;null;0,11765;0,10675;0,104925;0,0952;0,1033;0,09205;null;0,081575;;;;;;;;;;;;
Обухів;5013060;Завислі речовини;null;0,111;0,0925;0,074;0,147;0,1095;0,0725;null;0,0915;0,128;0,13;0,0925;0,145;0,146;null;0,0725;0,036;0,0535;0,1065;0,1075;0,0715;null;0,054;0,0715;0,054;0,0365;0,0725;0,0915;null;0,071;;;;;;;;;;;;
Обухів;5013060;Дiоксид сiрки;null;0,041775;0,034325;0,04805;0,037775;0,0372;0,053325;null;0,045025;0,0335;0,054425;0,03885;0,0452;0,03545;null;0,045425;0,0504;0,038075;0,045825;0,064;0,057825;null;0,05105;0,043125;0,03435;0,053;0,0436;0,05835;null;0,04515;;;;;;;;;;;;
Обухів;5013060;Оксид вуглецю;null;0,6;0,85;0,6;0,7;0,8;0,9;null;0,6;0,9;0,75;0,7;0,95;0,85;null;0,75;0,9;0,518;1,3;1,55;1;null;1,15;1,35;0,95;0,45;0,15;0,25;null;0,5;;;;;;;;;;;;
Обухів;5013060;Дiоксид азоту;null;0,0748;0,062225;0,082775;0,081;0,072725;0,070775;null;0,088325;0,0536;0,092875;0,061475;0,0722;0,077125;null;0,075275;0,083875;0,08725;0,0908;0,110475;0,080975;null;0,0915;0,095475;0,073825;0,1043;0,082225;0,098425;null;0,075375;;;;;;;;;;;;
Українка;5023080;Завислі речовини;null;0,073;0,036;0,0365;0,054;0,0715;0,0355;null;0,0715;0,0545;0,073;0,0545;0,055;0,055;null;0,0545;0,0715;0,088;0,0695;0,07;0,0885;null;0,0535;0,0535;0,071;0,054;0,055;0,073;null;0,071;;;;;;;;;;;;
Українка;5023081;Дiоксид сiрки;null;0,035475;0,035466667;0,03355;0,04465;0,041775;0,03345;null;0,038975;0,04455;0,044175;0,04495;0,046425;0,05025;null;0,084025;0,042825;0,06315;0,0629;0,082025;0,079;null;0,049325;0,033375;0,0382;0,039;0,046575;0,0437;null;0,03275;;;;;;;;;;;;
Українка;5023082;Оксид вуглецю;null;1,085;1,21;0,955;1,645;0,97;1,1;null;1,425;1,895;1,17;0,825;1,015;1,15;null;0,965;0,785;0,865;1,425;4,86;1,11;null;0,915;0,91;0,72;0,92;0,78;1,09;null;1,41;;;;;;;;;;;;
Українка;5023083;Дiоксид азоту;null;0,0679;0,071533333;0,07465;0,08055;0,077875;0,06375;null;0,08245;0,081725;0,08525;0,0797;0,091975;0,098175;null;0,23435;0,194375;0,157425;0,162475;0,128525;0,128825;null;0,0884;0,08055;0,0807;0,078825;0,076575;0,079225;null;0,080575;;;;;;;;;;;;
Житомир;5022870;Завислі речовини;null;0,083;0,09225;0,08275;0,08225;0,08225;0,08175;null;0,099;0,1015;0,0745;0,0935;0,074;0,08325;null;0,10075;0,0905;0,0805;0,0805;0,08025;0,09;null;0,08175;0,10075;0,08225;0,0735;0,0925;0,0835;null;0,0885;;;;;;;;;;;;
Житомир;5022871;Дiоксид сiрки;null;0,031325;0,031725;0,031175;0,0296375;0,032;0,0298375;null;0,0316375;0,0324625;0,041625;0,0384125;0,0397;0,042075;null;0,0387875;0,037625;0,0398375;0,039425;0,0373625;0,0393375;null;0,038575;0,04115;0,03845;0,041775;0,0398875;0,0402875;null;0,0377875;;;;;;;;;;;;
Житомир;5022872;Оксид вуглецю;null;0,5975;0,6075;0,6225;0,5675;0,6075;0,535;null;0,74;0,6625;0,81;0,65;0,505;0,675;null;0,595;0,6;0,55;0,55;0,555;0,53;null;0,575;0,6625;0,6175;0,525;0,325;0,5725;null;0,5175;;;;;;;;;;;;
Житомир;5022873;Дiоксид азоту;null;0,10805;0,110925;0,103325;0,1146875;0,1018875;0,1095625;null;0,1056625;0,1165125;0,108875;0,11775;0,1084875;0,11275;null;0,1061875;0,1054125;0,110425;0,100725;0,10995;0,1060375;null;0,1066625;0,1030625;0,1057625;0,111525;0,1079125;0,1151625;null;0,1086125;;;;;;;;;;;;
Чернігів;5143130;Завислі речовини;null;0,09525;0,1085;0,081;0,1085;0,12025;0,09275;null;0,0665;0,095;0,06825;0,08175;0,068;0,109;null;0,108;0,08025;0,09275;0,07925;0,10525;0,092;null;0,106;0,078;0,10425;0,09425;0,0815;0,09575;null;0,06625;;;;;;;;;;;;
Чернігів;5143131;Дiоксид сiрки;null;0,054425;0,0488375;0,0513375;0,0491375;0,0557125;0,0475625;null;0,05285;0,053175;0,0483375;0,0452375;0,0523;0,053725;null;0,03635;0,034725;0,041775;0,04165;0,0430125;0,042875;null;0,04295;0,0414375;0,03675;0,0480875;0,0407625;0,0505875;null;0,043;;;;;;;;;;;;
Чернігів;5143132;Оксид вуглецю;null;0,3475;0,385;0,43;0,4025;0,385;0,39;null;0,3925;0,4075;0,34;0,305;0,3175;0,32;null;0,3575;0,3875;0,53;0,56;0,5475;1,67;null;0,61;0,3925;0,3875;0,4075;0,3725;0,425;null;0,4075;;;;;;;;;;;;
Чернігів;5143133;Дiоксид азоту;null;0,090425;0,0945125;0,0940125;0,0991625;0,0940125;0,0807;null;0,087975;0,0941625;0,10605;0,0920875;0,0909625;0,0958125;null;0,075575;0,076125;0,0795875;0,0761375;0,07585;0,0800625;null;0,0788625;0,09295;0,0914;0,104275;0,07665;0,0855375;null;0,083425;;;;;;;;;;;;
