city;coordinateNumber;nameImpurity;1October;2October;3October;4October;5October;6October;7October;8October;9October;10October;11October;12October;13October;14October;15October;16October;17October;18October;19October;20October;21October;22October;23October;24October;25October;26October;27October;28October;29October;30October;31October;;;;;;;;;;;;
Херсон;4673270;Дiоксид сiрки;0,001625;0,00575;0,0055;0;null;null;0,0015;0,00325;0;0;0,000875;null;null;0,002;0,00075;0,005125;0,0075;0,004125;null;null;0;0;0,0035;0,00025;0,0025;null;null;0,003666667;0,002875;0,00075;0;;;;;;;;;;;;
Херсон;4673270;Сульфати;0,005;0,015;0;0,01;null;null;0,005;0;0;0;0,005;null;null;0,005;0;0;0;0;null;null;0,005;0;0,005;0;0;null;null;0;0;0;0,01;;;;;;;;;;;;
Херсон;4673270;Оксид вуглецю;0,228333333;0,28;0,293333333;0,228333333;null;null;0,231666667;0,251666667;0,255;0,24;0,27;null;null;0,201666667;0,166666667;0,228333333;0,236666667;0,341666667;null;null;0,251666667;0,446666667;0,653333333;0,263333333;0,221666667;null;null;0,27;0,295;0,31;0,226666667;;;;;;;;;;;;
Херсон;4673270;Дiоксид азоту;0,12375;0,20625;0,1475;0,22;null;null;0,198333333;0,15;0,13625;0,19;0,175;null;null;0,191666667;0,15375;0,15625;0,175;0,17375;null;null;0,183333333;0,15625;0,185;0,1725;0,17;null;null;0,168333333;0,22;0,19875;0,26375;;;;;;;;;;;;
Херсон;4673270;Оксид азоту;0,085;0,0875;0,095;0,1375;null;null;0,153333333;0,09;0,095;0,1025;0,0875;null;null;0,12;0,1125;0,0725;0,08;0,0975;null;null;0,08;0,1;0,105;0,135;0,11;null;null;0,123333333;0,1075;0,1;0,1225;;;;;;;;;;;;
Херсон;4673270;Фенол;0,000875;0,000875;0,001375;0,0025;null;null;0,003666667;0,00275;0,00075;0,001375;0,0015;null;null;0,001;0,002125;0,000375;0;0,002;null;null;0,001166667;0,002;0,00025;0,001625;0,0015;null;null;0,001833333;0,001125;0,001125;0,001375;;;;;;;;;;;;
Херсон;4673270;Формальдегiд;0;0;0;0;null;null;0;0;0,0025;0;0;null;null;0;0;0;0;0;null;null;0;0;0;0;0;null;null;0;0;0;0;;;;;;;;;;;;
Черкаси;4933200;Завислі речовини;0,1;0,2;0,25;0,166666667;0,05;null;0;0,1;0,1;0,15;0,116666667;0;null;0,05;0,1;0,1;0,125;0,125;0,15;null;0,1;0,15;0,15;0,1;0,15;0,15;null;0,15;0,1;0,1;0,15;;;;;;;;;;;;
Черкаси;4933200;Дiоксид сiрки;0,0253;0,0242;0,0188;0,0176;0,0182;null;0,01575;0,0162;0,0173;0,0179;0,0207;0,0168;null;0,0166;0,019333333;0,022;0,020166667;0,02;0,021166667;null;0,02;0,035166667;0,0395;0,021666667;0,021333333;0,019166667;null;0,0222;0,020166667;0,0205;0,021;;;;;;;;;;;;
Черкаси;4933200;Сульфати;0,015;0,015;0,015;0,015;0,015;null;0,01;0,01;0,01;0,01;0,01;0,015;null;0,01;0,01;0,01;0,015;0,01;0,01;null;0,01;0,01;0,01;0,01;0,01;0,01;null;0,01;0,01;0,015;0,01;;;;;;;;;;;;
Черкаси;4933200;Оксид вуглецю;2;2,833333333;2,833333333;1;1,333333333;null;1,166666667;1,333333333;1,166666667;1;1,166666667;1,333333333;null;1;1;1;1;1,75;1,5;null;1,5;1,5;1,25;1;1;1;null;1,25;2;1,5;1;;;;;;;;;;;;
Черкаси;4933200;Дiоксид азоту;0,033333333;0,043333333;0,040833333;0,029166667;0,0375;null;0,026666667;0,024166667;0,025;0,025833333;0,029166667;0,0275;null;0,031666667;0,02625;0,02625;0,0325;0,0225;0,03;null;0,04;0,04375;0,04125;0,04125;0,0375;0,0325;null;0,023333333;0,02875;0,0325;0,02875;;;;;;;;;;;;
Черкаси;4933200;Оксид азоту;0,02;0,0275;0,0375;0,0325;0,0325;null;0,02;0,025;0,0225;0,02;0,03;0,02;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;;;;;;;;;;;;
Черкаси;4933200;Сiрководень;0,002;0,001833333;0,002666667;0,002583333;0,002;null;0,002;0,001916667;0,002;0,002416667;0,002166667;0,001916667;null;0,002166667;0,002;0,001875;0,001625;0,001375;0,002;null;0,002166667;0,002;0,002;0,002125;0,00175;0,002;null;0,002;0,002125;0,002125;0,0015;;;;;;;;;;;;
Черкаси;4933200;Амiак;0,034166667;0,035833333;0,043333333;0,043333333;0,061666667;null;0,036666667;0,036666667;0,033333333;0,0375;0,049166667;0,044166667;null;0,036666667;0,03625;0,035;0,035;0,03;0,04375;null;0,031666667;0,0325;0,04;0,04625;0,0425;0,04125;null;0,036666667;0,03;0,03625;0,03875;;;;;;;;;;;;
Черкаси;4933200;Формальдегiд;0,00975;0,0095;0,00725;0,00725;0,00625;null;0,013;0,00875;0,014;0,01575;0,01425;0,00575;null;0,006666667;0,00525;0,007;0,003;0,0055;0,00825;null;0,013666667;0,01025;0,01175;0,014;0,006;0,0105;null;0,003666667;0,0085;0,0095;0,00725;;;;;;;;;;;;
Чернівці;4832590;Завислі речовини;0;0;0,05;0,025;0,083333333;null;0,033333333;0;0;0;0;0;null;0;0;0,016666667;0,016666667;0,033333333;0;null;0,016666667;0,033333333;0,033333333;0,016666667;0;0;null;0,033333333;0,033333333;0,033333333;0;;;;;;;;;;;;
Чернівці;4832590;Дiоксид сiрки;0,00138;0,0010625;0,000425;0,001125;0,001954545;null;0,002208333;0,002766667;0,002975;0,003241667;0,003258333;0,007091667;null;0,006216667;0,003825;0,000425;0,002816667;0,001283333;0,000833333;null;0,001558333;0,001416667;0,002266667;0,002541667;0,001516667;0,000841667;null;0,001575;0,001766667;0,00115;0,00305;;;;;;;;;;;;
Чернівці;4832590;Оксид вуглецю;0,142857143;0,125;0,125;0,375;0,243;0,1125;0,366;0,168;0,352;0,243;0,141;0,2;0,75;0,3;0,7;0,5;0,3;0,7;0,7;1;0,8;0,8;0,8;0,9;0,8;0,7;1;1;0,9;0,9;0,6;;;;;;;;;;;;
Чернівці;4832590;Дiоксид азоту;0,0127;0,016791667;0,017058333;0,0167;0,013946667;0,004375;0,02860625;0,02554375;0,01463125;0,02419375;0,0248625;0,0218875;0,014725;0,0312625;0,0188625;0,0165875;0,01715;0,03398125;0,0335875;0,0208;0,03145;0,03815;0,02940625;0,02755;0,032575;0,0293625;0,021325;0,02831875;0,01541875;0,0170125;0,0160375;;;;;;;;;;;;
Чернівці;4832590;Оксид азоту;0,003075;0,007025;0,013025;0,021825;0,018185714;0,0031;0,0172;0,01875;0,0114875;0,0151375;0,0190875;0,0099125;0,00515;0,009425;0,0109375;0,0072375;0,0127875;0,0253;0,0391375;0,013225;0,0435125;0,0185125;0,0159625;0,022575;0,0390375;0,02055;0,012;0,01665;0,007375;0,0076875;0,0020625;;;;;;;;;;;;
Чернівці;4832591;Озон;null;null;null;null;0;null;0,000225;0,00095;0,00375;0,001125;0,0019;0,00165;null;0,0009;0,000875;0,0039;0,001225;0,0006;0,000375;null;0,00165;0,00405;0,00285;0,002275;0,003075;0,003925;null;0,0026;0,001175;0,0019;0,000825;;;;;;;;;;;;
Чернівці;4832590;Фенол;0,00036;0;0;0,0016875;0,000125;null;0;0,000775;0,000475;0,0001625;0;0,000125;null;0,000125;0,00045;0,0003875;0,0007;0;0,00175;null;0,0009375;0,000775;0;0,0011375;0,0014625;0;null;0;0,0001625;0,0008625;0;;;;;;;;;;;;
Чернівці;4832590;Фтористий водень;0;0,101925;0,143575;0,166275;0,14605;null;0,118275;0,109225;0,1233;0,034425;0,19415;0;null;0,1691;0,129275;0,0401;0,0677;0,1167;0;null;0,0904;0,0783;0,096725;0,08105;0,077675;0,012425;null;0,103475;0,092575;0,146125;0,064875;;;;;;;;;;;;
Чернівці;4832590;Хлористий водень;0,006175;0,00385;0,00465;0,012375;0,014371429;null;0,0101125;0;0,000275;0,001975;0,0016625;0;null;0;0,0000875;0,0005375;0,000175;0;0;null;0;0,0009625;0,0006;0,0021875;0,001375;0;null;0,0008125;0,0006125;0,003475;0,0039;;;;;;;;;;;;
Чернівці;4832590;Формальдегiд;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;;;;;;;;;;;;
Ізмаїл;4542880;Завислі речовини;0,145;0,085;0,05;0,03;0,05;null;0,03;0,05;0,065;0,05;0,05;0,03;null;0,05;0,07;0,085;0,085;0,07;0,05;null;0,05;0,07;0,03;0,085000153;0,05;0,07;null;0,065;0,085;0,03;0,07;;;;;;;;;;;;
Ізмаїл;4542880;Дiоксид сiрки;0,02335;0,025775;0,020025;0,02105;0,0261;null;0,034033333;0,02425;0,028000055;0,0322;0,024825;0,020275;null;0,028766667;0,021375;0,0173;0,024875;0,025025;0,019575038;null;0,028333333;0,031125008;0,018150008;0,024875079;0,02055;0,02385;null;0,026733333;0,02582504;0,023675;0,018875;;;;;;;;;;;;
Ізмаїл;4542880;Сульфати;0,015;0,01;0,005;0;0,005;null;0;0,005;0,005;0,005;0;0;null;0,005;0,01;0,01;0,005;0,01;0,005;null;0;0,005;0;0,01;0,005;0,005;null;0,005;0,01;0;0,005;;;;;;;;;;;;
Ізмаїл;4542880;Оксид вуглецю;0,42;0,595;0,835;1,135;0,68;null;0,575;0,39;0,58;0,37;0,315;0,36;null;0,49;0,69;0,9;0,885;0,725;0,675001221;null;0,73;0,61;0,655;0,675;0,835;0,63;null;0,595;0,69;0,65;0,675;;;;;;;;;;;;
Ізмаїл;4542880;Дiоксид азоту;0,0606;0,03795;0,058225;0,06515;0,068725;null;0,061533333;0,063375;0,060650131;0,0622;0,0674;0,058725;null;0,079666667;0,063725031;0,0451;0,04735;0,069825;0,05812511;null;0,066533333;0,04725004;0,054150061;0,069275061;0,052325;0,0571;null;0,067066667;0,04985;0,06825;0,047775;;;;;;;;;;;;
Ізмаїл;4542880;Сiрководень;0,001325;0,00125;0,0011;0,001625;0,000725;null;0,0011;0,00135;0,001150001;0,0019;0,0011;0,00165;null;0,001533333;0,001425;0,00185;0,001275;0,000925;0,0014;null;0,0013;0,00105;0,001400001;0,001525;0,001575;0,001225;null;0,001733333;0,00165;0,001;0,00115;;;;;;;;;;;;
Ізмаїл;4542880;Формальдегiд;0,0021;0,0007;0,0014;0,00285;0,00145;null;0;0,0028;0,0018;0,0011;0,00105;0;null;0,0021;0,0007;0,0014;0,0017;0;0,001000002;null;0,00205;0,002050003;0,00105;0,00105;0,0007;0,00175;null;0,00175;0,00105;0;0,0014;;;;;;;;;;;;
Біла Церква;4983020;Завислі речовини;0,071;0,07075;0,0715;0,07275;0,07225;null;0,071;0,071;0,07175;0,07225;0,07275;0,07125;null;0,07025;0,06125;0,069;0,05125;0,06775;0,05975;null;0,05125;0,052;0,0865;0,05975;0,06075;0,078;null;0,05275;0,06125;0,0705;0,05275;;;;;;;;;;;;
Біла Церква;4983020;Дiоксид сiрки;0,042675;0,042625;0,032875;0,04465;0,0417375;null;0,0359125;0,0442375;0,0413375;0,0406375;0,0440375;0,0475125;null;0,0411625;0,03225;0,0356125;0,0350125;0,0337125;0,0296125;null;0,04285;0,0371875;0,0447625;0,0332;0,0418625;0,039175;null;0,0364375;0,03695;0,034625;0,0385875;;;;;;;;;;;;
Біла Церква;4983020;Оксид вуглецю;0,6;0,55;0,6;0,625;0,625;null;1,25;1,125;1,25;1,125;1,075;1,025;null;1,125;1,05;1;0,875;0,65;0,75;null;1,15;0,9;0,725;0,6;0,6;0,675;null;0,975;0,925;0,975;1,15;;;;;;;;;;;;
Біла Церква;4983020;Дiоксид азоту;0,088575;0,0813875;0,0825375;0,0819625;0,0892875;null;0,0933;0,0985;0,0939;0,097675;0,0888375;0,088125;null;0,112725;0,0975125;0,1022375;0,090775;0,0937875;0,0895125;null;0,1003875;0,0837375;0,1069;0,0907;0,0901375;0,084175;null;0,0941;0,0847375;0,08265;0,0826375;;;;;;;;;;;;
Олександрія;4843230;Завислі речовини;0,45;0,25;0,2;0,3;0,3;null;0,3;0,25;0,4;0,35;0,4;0,4;null;0,2;0,4;0,2;0,25;0,15;0,15;null;0,15;0,25;0,15;0,2;0,15;0,15;null;0,2;0,1;0,4;0,2;;;;;;;;;;;;
Олександрія;4843230;Дiоксид сiрки;0,019125;0,0156;0,0289;0,021525;0,022375;null;0,027533333;0,017875;0,038325;0,018175;0,02875;0,018875;null;0,022566667;0,017875;0,023525;0,017225;0,016825;0,0213;null;0,0166;0,01485;0,022125;0,01575;0,017025;0,0178;null;0,0185;0,025075;0,017375;0,026275;;;;;;;;;;;;
Олександрія;4843230;Сульфати;0;0,01;0;0,005;0,005;null;0,01;0,005;0,01;0,005;0,01;0,005;null;0,01;0,005;0,005;0,005;0,005;0,005;null;0,01;0,005;0,005;0,005;0;0,01;null;0,01;0;0,01;0,015;;;;;;;;;;;;
Олександрія;4843230;Дiоксид азоту;0,027975;0,0298;0,023975;0,0347;0,027975;null;0,0226;0,03525;0,032325;0,033875;0,028425;0,04695;null;0,029933333;0,0315;0,025025;0,02815;0,026425;0,030525;null;0,0308;0,033775;0,026425;0,032375;0,030275;0,02615;null;0,030366667;0,02495;0,0377;0,036975;;;;;;;;;;;;
Олександрія;4843230;Сажа;0,045;0,045;0,035;0,04;0,115;null;0,035;0,03;0,075;0,095;0,105;0,03;null;0,035;0,09;0,09;0,045;0,085;0,045;null;0,115;0,075;0,09;0,04;0,06;0,07;null;0,09;0,045;0,045;0,06;;;;;;;;;;;;
Горішні Плавні;4903360;Завислі речовини;null;null;null;null;null;null;null;null;null;null;null;0,16;null;0,08;0,155;0,075;0,125;0,175;0,075;null;0,075;0,125;0,1;0,125;0,175;0,075;null;0,13;0,1;0,155;0,105;;;;;;;;;;;;
Горішні Плавні;4903360;Дiоксид сiрки;null;null;null;null;null;null;null;null;null;null;null;0,0034;null;0,0041;0,004075;0,003725;0,0049;0,00605;0,006125;null;0,006725;0,0049;0,00465;0,00825;0,00185;0,002475;null;0,0031;0,003725;0,00335;0,003775;;;;;;;;;;;;
Горішні Плавні;4903360;Оксид вуглецю;null;null;null;null;null;null;null;null;null;null;null;0,25;null;0,1;0,2;0,1;0,15;0,05;0,6;null;0,15;0,35;0,25;0,15;0,15;0,15;null;0,2;0,25;0,25;0,15;;;;;;;;;;;;
Горішні Плавні;4903360;Дiоксид азоту;null;null;null;null;null;null;null;null;null;null;null;0,009333333;null;0,009425;0,0125;0,009925;0,015875;0,020675;0,021975;null;0,0305;0,02215;0,014925;0,037325;0,00615;0,00925;null;0,005575;0,006225;0,00795;0,00565;;;;;;;;;;;;
Горішні Плавні;4903360;Фенол;null;null;null;null;null;null;null;null;null;null;null;0,0002;null;0,0001;0;0,00085;0,0004;0,0003;0,0001;null;0;0,0004;0,0009;0;0,00015;0,0001;null;0,0001;0,0003;0,0007;0,0009;;;;;;;;;;;;
Горішні Плавні;4903360;Сажа;null;null;null;null;null;null;null;null;null;null;null;0,00265;null;0;0,0052;0,0026;0;0,01015;0,00765;null;0,00255;0,00765;0,00525;0,0051;0,00515;0,0026;null;0,00775;0;0,0025;0,0026;;;;;;;;;;;;
Горішні Плавні;4903360;Хлористий водень;null;null;null;null;null;null;null;null;null;null;null;0;null;0;0,0034;0;0,004466667;0,004166667;0;null;0,0032;0;0;0,006066667;0;0,0034;null;0;0,0041;0;0,0033;;;;;;;;;;;;
Горішні Плавні;4903360;Амiак;null;null;null;null;null;null;null;null;null;null;null;0,00145;null;0,00285;0;0,00865;0,0029;0,00985;0,00245;null;0,01115;0,0023;0,00435;0,01115;0;0;null;0,00405;0,00685;0,00385;0;;;;;;;;;;;;
Бровари;5053080;Завислі речовини;0,0355;0,0715;0,0715;0,0545;0,036;null;0,053;0,0535;0,053;0,072;0,036;0,054;null;0,035;0,0525;0,0515;0,0685;0,051;0,0685;null;0,0515;0,0515;0,0695;0,052;0,0525;0,052;null;0,0525;0,052;0,052;0,035;;;;;;;;;;;;
Бровари;5053080;Дiоксид сiрки;0,038275;0,0423;0,041525;0,03645;0,044875;null;0,039925;0,04065;0,0426;0,04545;0,0429;0,03795;null;0,033675;0,03035;0,0323;0,034;0,032375;0,038875;null;0,0365;0,0402;0,03295;0,04115;0,033225;0,037;null;0,032775;0,0338;0,03795;0,033925;;;;;;;;;;;;
Бровари;5053080;Оксид вуглецю;0,6;0,6;0,55;0,5;0,5;null;0,6;0,6;0,55;0,55;0,45;0,55;null;0,55;0,55;0,55;0,55;0,6;0,5;null;0,55;0,6;0,55;0,5;0,55;0,55;null;0,55;0,5;0,6;0,55;;;;;;;;;;;;
Бровари;5053080;Дiоксид азоту;0,0755;0,085025;0,08595;0,0773;0,085325;null;0,086275;0,0811;0,08245;0,091;0,08695;0,0786;null;0,06085;0,055475;0,061625;0,067325;0,065325;0,07515;null;0,06955;0,075625;0,06655;0,078525;0,068425;0,076725;null;0,06505;0,064025;0,072775;0,066275;;;;;;;;;;;;
Обухів;5013060;Завислі речовини;0,0885;0,107;0,107;0,054;0,09;null;0,0535;0,0355;0,0355;0,0725;0,0725;0,036;null;0,0525;0,035;0,0855;0,0685;0,0845;0,034;null;0,069;0,0685;0,07;0,069;0,035;0,052;null;0,087;0,1035;0,069;0,035;;;;;;;;;;;;
Обухів;5013060;Дiоксид сiрки;0,052275;0,055175;0,051725;0,0547;0,04455;null;0,04475;0,0535;0,054;0,050725;0,05855;0,05965;null;0,0434;0,055925;0,034375;0,033225;0,0419;0,036525;null;0,040675;0,037175;0,04585;0,032275;0,04535;0,034325;null;0,043475;0,0364;0,041375;0,0354;;;;;;;;;;;;
Обухів;5013060;Оксид вуглецю;1,95;1,3;1,4;1;1,4;null;1,1;1,8;0,95;0,8;0,75;0,75;null;1,1;0,85;1;0,7;0,75;0,95;null;0,7;0,85;0,9;0,95;1;0,85;null;0,85;0,95;1,2;0,7;;;;;;;;;;;;
Обухів;5013060;Дiоксид азоту;0,09765;0,103625;0,1136;0,085625;0,091375;null;0,076125;0,077225;0,1011;0,1057;0,0897;0,0756;null;0,09465;0,0794;0,057525;0,06485;0,05345;0,051675;null;0,066975;0,05765;0,08585;0,059775;0,05255;0,073575;null;0,0664;0,06755;0,0692;0,05665;;;;;;;;;;;;
Українка;5023080;Завислі речовини;0,0355;0,0535;0,0355;0,0545;0,054;null;0,035;0,0535;0,0355;0,054;0,0365;0,035;null;0,035;0,035;0,069;0,034;0,0505;0,034;null;0,0685;0,034;0,0685;0,034;0,051;0,0515;null;0,0345;0,0345;0,0345;0,035;;;;;;;;;;;;
Українка;5023081;Дiоксид сiрки;0,04675;0,05245;0,05485;0,045375;0,05045;null;0,039775;0,0392;0,047475;0,04235;0,0419;0,051025;null;0,054225;0,0543;0,052925;0,05285;0,045;0,038575;null;0,035975;0,044125;0,0462;0,051525;0,047125;0,047175;null;0,04445;0,0357;0,039925;0,03395;;;;;;;;;;;;
Українка;5023082;Оксид вуглецю;1,27;0,86;0,92;1,055;0,795;null;0,495;0,795;0,85;0,87;0,89;0,815;null;0,815;0,675;0,715;0,51;0,575;0,645;null;0,795;0,725;0,7;0,73;0,545;0,715;null;0,7;0,935;0,91;0,88;;;;;;;;;;;;
Українка;5023083;Дiоксид азоту;0,0851;0,089075;0,10515;0,0804;0,0878;null;0,084625;0,0742;0,071325;0,068975;0,07285;0,094275;null;0,088925;0,0894;0,095175;0,09555;0,083575;0,0745;null;0,069325;0,084825;0,08505;0,094725;0,08655;0,0891;null;0,0837;0,073575;0,0745;0,0676;;;;;;;;;;;;
Житомир;5022870;Завислі речовини;0,07975;0,089;0,09025;0,0815;0,09;null;0,08;0,0805;0,0805;0,082;0,10075;0,08;null;0,07925;0,07925;0,07775;0,07675;0,077;0,0685;null;0,08575;0,0695;0,0875;0,06875;0,09575;0,0695;null;0,088;0,0805;0,0795;0,07975;;;;;;;;;;;;
Житомир;5022871;Дiоксид сiрки;0,035975;0,0392;0,0375125;0,0375375;0,0382125;null;0,0383;0,0385375;0,0383;0,0373375;0,038125;0,038725;null;0,0625375;0,0370125;0,03615;0,0356625;0,0378875;0,0357375;null;0,0367875;0,0382125;0,037175;0,036475;0,038275;0,036575;null;0,03605;0,03905;0,03795;0,0376625;;;;;;;;;;;;
Житомир;5022872;Оксид вуглецю;0,4675;0,655;0,725;0,5825;0,42;null;0,52;0,575;0,56;0,4725;0,605;0,4475;null;0,525;0,565;0,58;0,5325;0,7625;0,54;null;1,1025;0,965;0,825;0,6225;0,6775;0,6025;null;0,72;0,6475;0,6375;0,5825;;;;;;;;;;;;
Житомир;5022873;Дiоксид азоту;0,101225;0,1012375;0,1006;0,105925;0,10765;null;0,0975625;0,1023625;0,1000375;0,1055875;0,108425;0,0995375;null;0,1042;0,0996;0,099225;0,0980375;0,1008125;0,093875;null;0,0971375;0,094425;0,105375;0,1047125;0,09505;0,106325;null;0,1028;0,11085;0,1027875;0,1007375;;;;;;;;;;;;
Чернігів;5143130;Завислі речовини;0,1055;0,07925;0,066;0,09375;0,12;null;0,0795;0,11825;0,1185;0,09375;0,12075;0,06625;null;0,10475;0,065;0,103;0,1015;0,101;0,101;null;0,11325;0,08975;0,1035;0,051;0,1035;0,07725;null;0,1035;0,11525;0,0695;0,10425;;;;;;;;;;;;
Чернігів;5143131;Дiоксид сiрки;0,0426625;0,0357;0,0306375;0,0265125;0,031175;null;0,0337875;0,0373125;0,0376875;0,0291;0,0322;0,0293375;null;0,037325;0,042325;0,0408;0,0338;0,0419;0,0362;null;0,0405125;0,04225;0,0418875;0,0377875;0,0436625;0,046375;null;0,04605;0,0456875;0,04315;0,0461625;;;;;;;;;;;;
Чернігів;5143132;Оксид вуглецю;0,4375;0,415;0,4025;0,425;0,4625;null;0,3625;0,3875;0,4325;0,375;0,35;0,3125;null;0,285;0,325;0,3625;0,335;0,37;0,3425;null;0,6725;0,5075;0,435;0,435;0,6775;0,4125;null;0,55;0,5375;0,4075;0,3725;;;;;;;;;;;;
Чернігів;5143133;Дiоксид азоту;0,0711875;0,0650625;0,0662625;0,0674875;0,0642;null;0,072525;0,0697625;0,0518875;0,0742375;0,0738375;0,0758;null;0,062525;0,0680125;0,0603375;0,050175;0,0658375;0,0564625;null;0,074525;0,0797875;0,0800625;0,0712125;0,081675;0,0702125;null;0,0654875;0,0679;0,0737375;0,06725;;;;;;;;;;;;
